,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
DE0 0 hydro,1891970.352,1892220.207,1892018.287,1892883.774,1892962.533,1892351.612,1892374.715,1891733.422,1892275.668,1892626.812,1891702.088,1881448.964,1892178.385,1873797.308,1891311.488,1882958.343,1880802.652,1874209.955,1886592.088,1891936.857,1879065.54,1876501.4,1891813.93,1891655.065,1880105.859,1892222.232,1892065.068,1879190.203,1887493.22,1892152.198,1891544.347,1891383.022,1892574.448
ES0 0 hydro,10787461.524,10787462.184,10787461.71,10787461.534,10787462.444,10787462.069,10787461.849,10787462.012,10787461.02,10787461.001,10787461.367,10787432.681,10787458.581,10787417.588,10787457.991,10787422.385,10787406.169,10787409.439,10787432.879,10787457.666,10787403.716,10787425.16,10787456.146,10787459.614,10787417.93,10787457.05,10787458.919,10787393.793,10787438.621,10787459.237,10787457.91,10787454.214,10787459.143
FI3 0 hydro,1868481.846,1868482.608,1868482.315,1868482.076,1868483.337,1868482.492,1868482.079,1868482.279,1868481.06,1868481.466,1868481.585,1868450.022,1868481.481,1868440.676,1868480.523,1868442.588,1868441.321,1868427.982,1868453.854,1868477.256,1868443.456,1868449.577,1868478.507,1868481.733,1868432.562,1868479.864,1868481.633,1868433.551,1868458.86,1868479.559,1868481.064,1868475.766,1868479.569
FR0 0 hydro,11240230.108,11240230.957,11240230.329,11240230.171,11240231.245,11240230.743,11240230.523,11240230.538,11240229.609,11240229.504,11240229.899,11240197.893,11240226.262,11240181.249,11240225.689,11240184.675,11240160.436,11240170.123,11240197.073,11240226.2,11240158.457,11240188.795,11240223.396,11240227.708,11240181.16,11240224.639,11240226.668,11240147.369,11240204.161,11240227.955,11240225.709,11240221.624,11240227.601
GB5 0 hydro,168450.482,168450.685,168450.55,168450.399,168450.824,168450.579,168450.539,168450.506,168450.109,168450.224,168450.293,168443.019,168449.258,168438.591,168448.735,168440.409,168426.183,168439.618,168443.426,168449.552,168427.225,168441.645,168448.4,168449.43,168439.32,168448.104,168449.242,168423.489,168444.187,168450.289,168449.16,168446.805,168450.122
GR0 0 hydro,1812089.69,1812090.083,1812089.875,1812089.653,1812090.328,1812090.003,1812089.889,1812089.916,1812089.264,1812089.362,1812089.581,1812072.261,1812088.946,1812067.624,1812088.406,1812067.801,1812063.178,1812061.249,1812073.748,1812087.155,1812064.723,1812072.521,1812087.219,1812089.188,1812063.786,1812087.788,1812089.088,1812058.149,1812076.498,1812088.627,1812088.771,1812085.604,1812088.362
HR0 0 hydro,2116537.184,2116537.696,2116537.288,2116537.112,2116537.971,2116537.55,2116537.433,2116537.491,2116536.709,2116536.628,2116537.075,2116514.821,2116535.799,2116508.035,2116535.076,2116508.079,2116500.217,2116499.541,2116516.127,2116534.038,2116501.942,2116514.259,2116533.489,2116536.233,2116504.398,2116534.361,2116536.152,2116492.112,2116520.101,2116535.605,2116535.56,2116531.344,2116535.339
HU0 0 hydro,37156.276,37156.376,37156.171,37156.04,37156.442,37156.219,37156.313,37156.162,37155.803,37155.903,37155.961,37149.139,37155.364,37145.698,37154.843,37147.937,37136.7,37147.309,37150.938,37155.613,37137.259,37148.337,37154.769,37155.357,37146.853,37154.579,37155.117,37135.802,37151.194,37156.097,37155.22,37153.495,37156.073
IE4 0 hydro,819.253,819.262,819.06,819.083,819.253,819.218,819.33,819.121,819.082,818.937,819.039,815.499,818.137,814.011,817.674,815.495,802.799,814.907,817.007,819.162,801.279,814.959,817.77,818.008,814.569,818.021,817.671,802.669,817.081,819.346,818.12,816.907,819.321
IT0 0 hydro,5478773.648,5478774.27,5478773.895,5478773.711,5478774.59,5478774.165,5478773.97,5478774.123,5478773.102,5478773.159,5478773.497,5478750.058,5478771.134,5478740.382,5478770.397,5478741.492,5478721.455,5478730.222,5478751.328,5478770.79,5478720.442,5478746.452,5478767.984,5478771.909,5478737.292,5478769.563,5478771.364,5478710.356,5478755.244,5478772.044,5478770.48,5478765.699,5478771.979
IT1 0 hydro,210207.191,210207.437,210207.25,210207.092,210207.602,210207.31,210207.235,210207.257,210206.8,210206.845,210207.016,210198.189,210205.647,210194.056,210205.034,210195.423,210178.986,210194.019,210198.996,210205.994,210179.808,210197.463,210204.537,210205.928,210194.007,210204.272,210205.697,210174.867,210199.882,210206.897,210205.534,210202.489,210206.666
ME0 0 hydro,376697.665,376819.389,376535.297,377098.919,377359.181,376789.537,377038.234,376833.541,376930.16,376905.8,376772.854,377098.393,378943.837,376880.375,378344.458,377612.921,375571.962,376982.589,378039.762,379192.213,375021.958,377086.518,378767.834,378451.285,377394.228,378963.823,378641.179,374961.79,377927.852,379225.4,378519.233,378443.35,379508.002
NO3 0 hydro,37402193.661,37402194.913,37402193.713,37402193.709,37402195.3,37402194.452,37402194.359,37402194.005,37402193.081,37402192.626,37402193.22,37402152.287,37402189.648,37402126.427,37402189.073,37402136.051,37402104.32,37402117.522,37402151.033,37402189.708,37402103.75,37402136.945,37402187.166,37402191.26,37402134.226,37402187.616,37402189.86,37402094.435,37402160.854,37402191.677,37402189.033,37402186.207,37402191.2
PL0 0 hydro,411279.303,411279.693,411279.433,411279.242,411280.023,411279.543,411279.397,411279.459,411278.749,411278.873,411279.082,411262.25,411278.128,411255.572,411277.437,411258.057,411247.395,411253.928,411263.611,411276.825,411248.768,411261.13,411276.584,411278.403,411254.823,411276.607,411278.247,411242.414,411265.772,411278.416,411277.97,411274.262,411278.089
PT0 0 hydro,1490786.486,1490786.844,1490786.575,1490786.359,1490787.013,1490786.721,1490786.662,1490786.677,1490786.015,1490786.077,1490786.355,1490768.442,1490784.963,1490763.175,1490784.248,1490763.547,1490752.241,1490757.452,1490769.986,1490783.744,1490753.805,1490768.371,1490783.222,1490785.244,1490759.787,1490783.561,1490785.17,1490746.448,1490772.578,1490785.238,1490784.713,1490781.294,1490784.962
RO0 0 hydro,3255614.922,3255615.463,3255615.346,3255615.161,3255615.961,3255615.494,3255615.149,3255615.331,3255614.523,3255614.779,3255614.826,3255595.299,3255614.88,3255590.024,3255614.388,3255590.817,3255590.608,3255581.933,3255597.618,3255612.387,3255591.956,3255595.199,3255612.715,3255615.11,3255585.141,3255613.899,3255614.932,3255585.305,3255600.144,3255613.61,3255614.588,3255611.146,3255613.779
RS0 0 hydro,505462.629,505463.339,505463.371,505463.351,505464.064,505463.242,505462.74,505462.873,505462.567,505462.862,505462.541,505447.227,505462.4,505441.469,505461.843,505443.076,505436.098,505438.595,505448.861,505460.981,505437.175,505446.913,505460.994,505462.711,505440.441,505461.089,505462.577,505430.947,505450.975,505462.337,505462.28,505458.94,505462.071
SE3 0 hydro,15742824.107,15742825.315,15742824.267,15742824.199,15742825.801,15742824.892,15742824.765,15742824.52,15742823.492,15742823.142,15742823.693,15742783.023,15742820.77,15742757.313,15742819.965,15742766.533,15742744.001,15742748.135,15742781.509,15742820.096,15742741.086,15742767.907,15742817.817,15742822.323,15742764.779,15742818.733,15742821.586,15742728.976,15742791.288,15742822.06,15742820.155,15742816.624,15742821.584
SI0 0 hydro,289707.553,289707.85,289707.592,289707.468,289708.066,289707.72,289707.62,289707.683,289707.156,289707.13,289707.411,289697.71,289706.611,289693.752,289706.168,289694.695,289683.895,289692.839,289698.555,289706.362,289684.634,289697.26,289705.49,289706.891,289693.657,289705.471,289706.731,289679.879,289699.579,289707.309,289706.534,289703.696,289707.028
SK0 0 hydro,216981.821,216982.053,216981.843,216981.716,216982.213,216981.935,216981.882,216981.869,216981.428,216981.473,216981.641,216974.609,216981.409,216970.785,216981.091,216972.043,216965.642,216971.015,216974.918,216981.039,216966.228,216973.539,216980.725,216981.589,216971.398,216980.608,216981.507,216963.057,216975.79,216981.759,216981.345,216979.647,216981.566
AL0 0 OCGT,7.118,5.969,7.322,8.737,5.929,6.679,6.708,6.679,10.361,9.758,8.367,27.806,5.775,46.421,6.365,45.919,74.707,52.04,38.845,6.822,50.056,42.634,8.536,5.894,32.738,8.085,7.708,54.558,28.847,5.426,7.101,8.848,6.89
AT0 0 OCGT,1081291.858,760381.933,396601.157,243071.909,180899.221,549820.744,1127146.909,1127507.523,451568.023,245468.387,971802.504,91243.237,22.933,14915.556,21.722,87356.008,259.25,63434.977,92.183,16.167,230.067,1389.432,14.796,18.797,86.008,29.657,16.531,206.717,91559.695,56753.563,25.044,16.907,84645.732
BA0 0 OCGT,9.348,7.598,8.521,9.834,6.574,8.125,8.808,9.035,12.253,11.039,10.971,27.302,5.488,35.718,4.819,44.469,55.203,49.373,32.39,6.659,46.714,33.983,10.828,4.538,32.156,7.128,7.185,48.137,28.896,4.986,5.686,11.747,6.943
BE0 0 OCGT,1344001.112,1299353.153,940475.371,585947.212,355483.793,976412.268,1284353.172,1282620.843,988392.864,1069020.27,1344776.146,305.569,150054.023,572.053,556.447,413.158,312.207,455.379,67.668,12.055,149315.205,317.559,19.222,37.438,69.079,100450.48,22.344,148908.347,255.154,50.135,149282.107,19.612,42.091
BG0 0 OCGT,7.243,5.991,7.086,8.575,5.801,6.533,6.804,6.726,10.139,9.407,8.432,21.215,7.815,35.0,7.041,36.017,78.382,38.294,32.249,5.851,69.682,33.248,7.29,6.206,27.939,9.483,6.878,74.148,23.248,3.969,8.536,7.578,5.081
CH0 0 OCGT,405.859,134.249,84.86,62.519,45.327,93.903,392.478,576.713,133.593,79.869,498.908,41.834,6.258,49.39,5.572,64.376,63.759,66.71,38.163,9.074,52.935,48.06,9.445,5.143,59.245,8.088,8.203,53.228,41.179,6.494,6.461,11.142,9.092
CZ0 0 OCGT,314494.98,361517.766,217605.111,295510.971,329375.787,338971.629,318328.256,318958.427,312503.6,249103.355,315575.048,60825.912,191053.117,176032.71,190697.141,83216.882,205124.34,137561.025,48705.672,158.883,188203.942,193378.244,191191.32,165559.712,621.869,183207.973,228402.973,191346.615,60650.944,148164.465,189258.788,186104.534,100855.974
DE0 0 OCGT,3570617.076,3147005.141,2503735.278,3414449.747,3645214.17,2780636.274,3653768.223,3654227.247,2685232.406,2972170.641,3476202.822,188522.308,691251.734,123814.654,614924.631,179735.164,85706.689,240103.065,93.245,17.588,689792.724,1002.87,22.125,372694.779,108.347,719729.765,32.462,699389.502,189556.36,203312.884,748600.032,22.732,224139.031
DK0 0 OCGT,18494.468,598.594,110.934,42.089,28.978,224.251,10707.327,12325.17,267.886,55.675,6084.199,20999.175,5.854,1354.697,4.537,29790.268,39.125,14805.157,56.804,8.461,51.476,314.468,4.301,3.525,49.2,7.598,3.915,53.28,19806.6,418.075,6.668,4.348,4183.486
DK3 0 OCGT,10.102,8.495,8.538,7.538,4.803,8.472,9.041,10.367,11.653,9.232,11.906,39646.887,7819.167,2403.26,19.164,34613.999,58.578,20221.283,56.133,6.025,5849.868,432.671,4.836,7.145,30.675,998.661,4.797,5831.629,40689.61,17006.818,8266.818,4.728,21348.836
EE6 0 OCGT,31481.386,17040.852,611.136,506.423,199.039,612.612,31063.994,30597.634,454.957,413.481,33077.514,1955.496,19.204,5471.343,13.08,2774.674,104.97,4550.312,388.704,11.159,200.626,4113.799,8.508,10.017,59.485,23.604,9.468,210.706,1430.415,238.577,26.191,8.339,1555.63
ES0 0 OCGT,11.494,9.641,14.754,28.01,21.009,12.167,11.372,11.678,18.494,25.93,13.983,118993.628,11410.395,103991.685,23.046,118686.043,108.614,114080.789,10256.738,25.924,11423.466,75111.83,7.772,9.544,105.082,19607.731,10.469,11187.865,119990.406,118212.835,12535.945,7.134,125434.999
ES2 0 OCGT,53.323,13.526,17.094,26.582,20.11,12.062,268.935,272.38,19.941,24.459,23.41,43845.472,71543.55,44549.193,70887.64,43521.034,66938.726,45023.103,44262.335,12983.844,72111.413,46687.296,65555.249,62678.004,1546.43,71520.766,77368.955,72116.267,42658.185,37556.741,72038.718,56881.46,41290.497
FI3 0 OCGT,417399.699,433383.419,464609.159,456570.324,441458.729,444285.226,418832.311,418035.186,457088.947,470240.261,419000.401,14093.014,79805.349,10104.374,27.109,7481.839,131.851,7159.999,211.06,10.373,72029.272,9051.269,9.698,15.061,61.039,97.787,9.849,70621.051,13521.964,9643.922,21438.495,9.585,23065.237
FR0 0 OCGT,1578836.794,2299964.225,3285169.762,2519965.516,2567148.959,2804819.475,1476239.397,1472753.311,2958178.145,2860633.336,1831685.649,69.041,8.768,89.505,7.299,95.143,74.324,93.065,52.037,10.848,72.356,84.567,8.726,6.014,58.526,11.576,8.294,74.789,62.933,10.332,8.367,9.622,11.691
GB4 0 OCGT,19038.614,1417.495,3068.278,1415.27,236.721,2196.102,72337.909,72830.181,1638.804,1987.028,597.402,251.687,36938.139,120.511,12.944,218.602,44.674,169.784,62.231,9.767,34508.836,105.727,5.041,4.619,51.052,28.595,4.587,21057.914,211.97,12.907,126.011,4.781,26.432
GB5 0 OCGT,1497669.945,1360891.239,1740448.303,1935750.4,1915790.301,1513187.517,1530670.053,1533132.614,1596127.949,1711947.441,1390503.341,289220.953,307690.988,161.997,24.194,289188.335,73.343,783.314,37.971,7.107,311413.052,97.94,5.769,12.753,38.029,1931.4,5.876,297087.184,287643.385,22.533,99929.617,5.906,122952.994
GR0 0 OCGT,6.402,5.284,5.916,7.01,4.656,5.63,6.004,5.932,8.625,7.733,7.424,22.57,5.565,39.288,5.03,36.985,57.177,44.235,30.43,5.983,49.343,35.623,6.208,4.468,28.27,6.959,5.941,49.474,24.766,4.732,6.07,6.464,5.65
HR0 0 OCGT,10.292,8.315,9.326,10.605,7.122,8.949,9.729,10.137,13.49,12.025,12.183,41.905,9.206,57.229,8.624,64.806,98.685,73.166,43.327,8.493,82.53,52.703,16.763,7.853,43.627,12.007,12.412,84.612,42.06,7.626,10.053,17.251,10.117
HU0 0 OCGT,13.364,10.073,10.519,11.038,7.403,10.394,12.786,13.61,14.834,13.327,14.907,18.226,7.035,30.181,6.742,33.598,80.973,38.143,26.266,5.28,58.856,27.006,11.319,6.111,29.353,9.18,9.386,61.039,20.532,4.36,7.401,11.483,5.28
IE4 0 OCGT,195622.009,170376.15,152677.769,127994.029,130663.71,159070.004,165125.646,164706.7,154044.647,136107.493,192728.214,118902.397,142395.568,37791.42,686.237,108113.631,101.183,85185.196,259.146,17.914,141782.646,17965.096,7.15,14.588,88.68,26038.506,7.701,85796.494,120025.924,68016.478,54925.883,6.611,96777.6
IT0 0 OCGT,552296.822,489397.651,327953.899,485099.208,415022.816,377109.708,599284.872,599282.392,379196.339,399826.269,581285.338,906402.113,784087.961,1020502.458,817351.387,914164.322,865417.402,967011.663,1098949.086,965253.806,783706.09,1083630.424,952997.702,866525.033,963586.72,771027.949,885403.084,784093.736,906201.37,987079.864,774166.771,704545.708,939694.237
IT1 0 OCGT,30.694,19.837,17.941,23.448,17.204,20.003,22.851,27.367,24.435,23.475,38.564,22.258,8.344,34.918,7.551,40.963,75.398,45.566,31.172,6.451,73.978,33.629,8.126,6.39,35.11,10.567,9.097,78.24,26.123,4.771,9.082,8.235,5.993
LT6 0 OCGT,37284.041,19043.943,619.014,514.405,202.546,624.383,39798.037,41141.692,462.166,418.523,40049.175,1958.034,22321.297,5955.408,2039.015,2776.551,267.729,4607.945,548.979,12.524,15538.861,4416.022,10.555,37.729,65.213,11215.906,13.856,15205.177,1430.973,240.33,18043.376,9.972,1559.921
LU0 0 OCGT,167792.521,142531.262,171876.614,186189.751,220756.209,166804.388,171618.552,172714.958,157677.17,174861.239,161979.244,14370.938,33542.596,14092.114,22655.365,13232.85,2458.929,6131.046,380.64,41.034,34117.114,15134.016,21.996,7180.733,233.338,31638.078,29.043,32938.422,14167.165,7233.997,32280.483,23.413,6568.73
LV6 0 OCGT,23854.397,13840.107,607.719,508.083,201.071,611.14,21114.204,20300.07,456.035,414.459,23177.365,1930.747,18929.991,5916.619,1967.495,2752.474,265.365,4568.695,547.745,12.453,14594.229,4404.458,10.439,37.523,65.175,10126.963,13.692,14445.46,1425.094,239.041,16351.65,9.902,1515.161
ME0 0 OCGT,9.153,7.393,8.134,9.447,6.333,7.787,8.633,8.844,11.729,10.563,10.673,35.132,9.803,48.983,9.852,55.826,113.73,61.727,40.763,7.276,89.023,44.791,13.352,9.326,35.063,12.797,11.738,91.572,35.364,6.434,11.03,14.589,8.358
MK0 0 OCGT,7.921,6.566,7.996,9.381,6.332,7.297,7.396,7.388,11.203,10.636,9.188,30.046,5.913,55.103,6.772,48.773,83.647,56.955,39.762,7.388,53.578,49.901,8.028,6.593,34.211,8.007,7.315,56.594,30.272,6.054,6.928,8.309,7.293
NL0 0 OCGT,728329.132,655711.269,809912.922,934096.702,1108277.389,818823.2,771480.888,769195.364,758654.253,817303.57,650329.004,27695.905,46032.138,642.716,10.528,26185.234,81.992,30244.264,54.922,9.133,45574.258,270.522,8.216,6.765,58.636,29.766,7.809,46382.536,27937.214,58.699,36671.078,8.606,30882.541
NO3 0 OCGT,3.678,2.932,3.165,3.607,2.314,3.011,3.29,3.319,4.488,4.047,4.041,5.227,1.661,5.933,1.422,12.411,14.156,12.62,7.713,1.419,12.71,5.194,2.733,1.144,7.505,2.29,2.191,13.692,7.628,1.227,1.628,2.799,1.957
PL0 0 OCGT,373417.043,505599.243,608200.038,563660.857,520902.463,582192.832,376069.723,377456.769,605916.557,564998.349,392495.91,387005.314,606320.704,227684.951,435266.427,376045.153,160426.51,317939.713,84911.889,19.519,622907.789,200244.17,13.854,349330.315,99.94,573853.317,25.328,620265.332,388209.066,282977.685,610714.046,13.796,357228.243
PT0 0 OCGT,11.442,9.593,14.738,27.992,21.028,12.119,11.329,11.628,18.421,25.839,13.953,118514.961,11387.684,104060.221,23.285,118377.658,108.847,113487.853,10246.307,25.898,11404.76,75457.171,7.921,9.598,105.312,19513.491,10.508,11189.959,119288.52,112716.832,12523.082,7.164,117096.045
RO0 0 OCGT,7.038,5.821,6.85,8.384,5.681,6.332,6.594,6.521,9.781,9.16,8.182,17.566,6.788,29.049,5.911,31.498,68.16,33.357,28.177,5.345,59.975,26.917,7.241,5.332,26.612,8.297,6.378,63.702,20.137,3.399,7.141,7.556,4.533
RS0 0 OCGT,8.123,6.661,7.753,9.162,6.172,7.219,7.633,7.637,11.061,10.249,9.448,42.257,12.502,78.268,16.354,64.927,204.72,77.18,48.244,7.963,113.326,64.485,10.579,15.927,37.218,16.971,12.731,128.6,40.015,8.413,15.668,11.137,9.445
SE3 0 OCGT,9.416,7.869,7.629,7.324,4.763,7.727,8.45,9.575,10.584,8.5,11.118,346.948,7.789,148.852,4.688,248.455,34.729,157.807,79.524,7.33,68.739,174.478,4.152,3.094,34.225,7.665,3.853,69.518,266.06,15.755,7.897,4.185,25.334
SI0 0 OCGT,15.281,12.349,14.287,15.983,10.928,13.431,14.278,15.678,19.54,18.245,18.473,391.446,56419.66,368.068,47407.646,369.696,51209.062,421.928,143.336,24.804,56107.641,340.331,31189.395,45624.691,103.544,51874.153,58536.958,55407.686,332.619,45.928,53947.253,376.688,58.725
SK0 0 OCGT,57182.733,41807.752,51209.677,1823.679,1041.214,46950.169,52656.026,52530.629,50178.144,26171.433,55847.075,58.665,950.788,39078.487,32.792,122.013,549.399,1357.669,116277.085,154499.959,3157.074,49036.629,25614.658,39.557,127235.541,52.198,2698.329,2036.327,58.281,24548.406,105.043,28431.359,25.641
AL0 0 CCGT,-21.326,-19.6,-27.261,-34.756,-25.414,-23.692,-19.473,-21.078,-38.558,-36.911,-27.501,-22.524,-6.186,-28.985,-5.727,-46.616,-61.667,-49.951,-32.506,-5.803,-51.981,-25.597,-9.862,-4.972,-32.899,-8.62,-8.456,-53.947,-30.182,-5.189,-6.676,-10.124,-7.234
AT0 0 CCGT,-304673.775,-434619.316,-402382.527,-21705.231,-3432.096,-487012.426,-263361.124,-264876.046,-517294.425,-324970.276,-383519.943,-26.779,-13.821,-34.316,-12.051,-51.127,-128.815,-56.498,-36.882,-6.789,-118.194,-30.029,-13.596,-9.87,-35.734,-18.298,-13.346,-122.674,-33.858,-6.213,-14.478,-14.067,-8.131
BA0 0 CCGT,-42.424,-37.983,-43.874,-52.186,-37.417,-42.176,-38.099,-45.389,-65.673,-55.516,-56.221,-24.555,-7.672,-29.425,-6.699,-48.584,-74.109,-54.574,-32.661,-6.227,-64.907,-26.805,-12.698,-6.183,-34.894,-10.615,-9.431,-66.177,-32.314,-5.111,-8.051,-13.327,-7.766
BE0 0 CCGT,-8530063.251,-8401145.1,-8436047.02,-8226286.438,-8228777.344,-8424791.808,-8990520.378,-8983142.893,-8448837.241,-8165362.163,-8450963.112,-36.765,-48.104,-45.638,-35.961,-65.672,-235.721,-73.383,-46.299,-8.539,-451.496,-40.295,-19.062,-23.232,-44.133,-61.392,-20.509,-441.902,-43.972,-8.119,-50.327,-19.903,-10.348
BG0 0 CCGT,-21.967,-19.888,-25.861,-36.835,-27.424,-23.276,-20.156,-21.618,-37.964,-36.079,-28.347,-22.329,-6.855,-27.802,-6.324,-44.675,-68.586,-47.906,-30.915,-5.524,-56.449,-24.868,-10.168,-5.338,-30.04,-9.285,-8.995,-59.142,-29.518,-5.025,-7.258,-10.565,-6.936
CH0 0 CCGT,-106.923,-91.659,-89.382,-79.705,-54.514,-94.401,-96.754,-121.259,-133.786,-99.015,-147.818,-24.475,-6.724,-30.81,-5.972,-47.416,-61.366,-52.13,-33.931,-6.345,-53.942,-26.901,-9.298,-4.822,-33.797,-9.313,-7.866,-58.038,-31.153,-5.693,-6.898,-9.825,-7.547
CZ0 0 CCGT,-5604306.709,-5624493.288,-5816306.247,-6010222.762,-6100928.573,-5762187.106,-5654686.394,-5659056.441,-5720951.587,-5891967.169,-5624083.811,-36.016,-26.803,-46.364,-23.201,-66.745,-221.926,-74.302,-47.78,-8.865,-235.435,-40.707,-24.321,-18.278,-48.085,-35.281,-24.633,-240.386,-44.897,-8.167,-28.088,-27.551,-10.417
DE0 0 CCGT,-4749391.794,-5286199.038,-4960502.384,-3747699.324,-3085555.045,-5452855.261,-4669132.157,-4667919.25,-5184584.286,-4280498.419,-4883051.477,-33.599,-22.83,-43.504,-19.734,-61.75,-165.048,-69.951,-44.232,-8.228,-205.545,-36.541,-14.504,-14.954,-41.992,-28.672,-14.01,-217.537,-40.091,-7.82,-24.287,-15.125,-9.857
DK0 0 CCGT,-67.268,-45.13,-37.657,-26.085,-16.864,-42.487,-60.779,-75.99,-58.359,-36.986,-78.021,-21.359,-4.32,-25.66,-3.653,-42.541,-38.094,-45.58,-27.295,-4.918,-34.331,-22.678,-5.844,-3.072,-27.139,-5.784,-5.087,-35.999,-28.833,-4.832,-4.384,-6.035,-6.351
DK3 0 CCGT,-9.179,-7.133,-7.517,-7.735,-5.04,-7.265,-8.194,-8.367,-10.595,-9.097,-9.998,-19.382,-5.175,-23.345,-4.348,-39.095,-41.515,-41.47,-25.018,-4.188,-41.057,-21.158,-6.353,-3.477,-22.895,-6.789,-5.547,-43.328,-25.996,-4.257,-5.292,-6.392,-5.933
EE6 0 CCGT,-64.608,-56.388,-60.879,-58.179,-40.367,-56.899,-53.538,-68.806,-80.554,-69.97,-83.152,-23.398,-9.154,-29.189,-7.342,-47.804,-69.704,-50.259,-29.279,-5.339,-78.648,-25.757,-9.046,-5.919,-30.536,-11.434,-8.686,-80.076,-31.868,-5.275,-9.737,-9.222,-7.012
ES0 0 CCGT,-31.76,-27.117,-36.22,-54.337,-39.034,-32.834,-29.446,-32.575,-50.544,-51.938,-40.6,-54.24,-7.941,-64.827,-7.286,-95.846,-77.153,-104.395,-67.562,-10.679,-67.194,-59.921,-9.154,-6.214,-58.543,-11.306,-9.097,-70.079,-65.539,-11.075,-8.177,-9.478,-13.913
ES2 0 CCGT,-53.607,-32.195,-36.057,-47.403,-36.011,-29.23,-48.623,-60.639,-46.881,-47.187,-51.078,-73.727,-137139.847,-80.862,-141837.911,-126.135,-147851.739,-145.419,-72.818,-12.642,-137451.502,-70.731,-96660.546,-152196.853,-81.194,-137844.265,-118788.932,-137246.36,-82.102,-12.958,-137379.345,-96176.181,-18.953
FI3 0 CCGT,-32.845,-26.429,-30.272,-28.323,-19.302,-27.144,-28.115,-32.193,-40.053,-36.47,-38.097,-22.637,-12.376,-28.874,-8.429,-45.347,-76.563,-48.095,-29.894,-5.553,-107.982,-25.113,-9.52,-6.915,-31.096,-13.376,-9.075,-110.261,-30.082,-5.203,-11.439,-9.605,-6.743
FR0 0 CCGT,-5101125.439,-5535472.555,-5548891.287,-6639096.307,-6766968.115,-5601924.177,-4240751.137,-4240376.92,-5601514.862,-6155130.529,-5288105.806,-33.845,-8.505,-41.716,-7.265,-61.652,-74.378,-67.943,-43.322,-8.086,-70.292,-35.612,-10.013,-5.937,-41.394,-11.822,-8.877,-76.71,-39.959,-7.483,-8.394,-10.942,-9.643
GB4 0 CCGT,-2276.944,-3191.754,-2163.079,-723.076,-339.96,-3942.169,-5063.511,-8895.738,-2273.354,-1116.626,-1783.981,-91.036,-10.218,-63.048,-5.981,-141.497,-48.595,-122.606,-47.127,-7.291,-91.298,-51.835,-6.42,-4.336,-41.793,-9.787,-5.762,-87.782,-102.621,-11.444,-9.512,-6.348,-18.853
GB5 0 CCGT,-5581536.701,-4131080.663,-3411269.111,-2006634.257,-1710233.066,-3864343.9,-6400056.741,-6405656.932,-3678510.667,-2983671.316,-4775081.084,-37.206,-7.312,-38.708,-5.237,-66.222,-49.184,-66.394,-38.469,-7.114,-55.007,-33.062,-6.335,-4.048,-39.489,-9.422,-5.853,-59.222,-45.192,-7.156,-6.643,-6.572,-9.91
GR0 0 CCGT,-16.744,-14.704,-17.184,-20.247,-14.07,-16.193,-15.398,-16.033,-25.31,-22.117,-20.75,-20.737,-5.327,-25.722,-4.819,-41.203,-52.513,-44.271,-28.886,-5.216,-43.087,-22.74,-8.39,-4.002,-28.197,-7.161,-7.247,-44.619,-27.837,-4.743,-5.488,-8.789,-6.363
HR0 0 CCGT,-59.974,-53.435,-61.037,-69.467,-49.737,-60.017,-53.516,-67.35,-92.474,-75.35,-81.134,-29.878,-11.654,-36.234,-10.657,-58.544,-111.94,-62.133,-40.649,-7.518,-101.246,-32.577,-18.069,-9.049,-42.609,-15.814,-15.304,-102.532,-38.775,-6.497,-12.544,-18.945,-8.992
HU0 0 CCGT,-53.388,-42.307,-42.404,-41.628,-28.538,-43.873,-49.796,-59.041,-63.788,-50.672,-64.327,-22.973,-8.006,-28.97,-7.287,-45.829,-79.138,-50.439,-32.923,-6.097,-65.839,-26.07,-11.627,-6.15,-33.268,-11.061,-10.087,-68.366,-30.234,-5.28,-8.453,-12.151,-7.227
IE4 0 CCGT,-1534769.968,-1511549.151,-1515527.228,-1494976.799,-1493147.704,-1519888.318,-1613155.505,-1608662.108,-1527333.503,-1505453.928,-1515840.509,-212.997,-118.146,-154.523,-12.218,-306.947,-81.459,-282.854,-76.703,-10.368,-1158.519,-108.361,-7.912,-7.888,-58.982,-20.479,-8.014,-490.494,-234.402,-27.231,-27.428,-7.668,-42.615
IT0 0 CCGT,-7562273.512,-8479810.935,-9806291.734,-11431919.891,-12120203.998,-8839087.389,-7238998.188,-7238512.291,-9318572.636,-10402899.861,-7966346.052,-3288441.517,-29.34,-3769572.925,-28.949,-3323163.949,-340.739,-3497470.268,-4280503.228,-4862359.692,-258.038,-3977752.211,-40.853,-24.232,-5070323.116,-41.019,-42.12,-273.149,-3289521.882,-3599098.174,-30.474,-42.772,-3418316.075
IT1 0 CCGT,-111.912,-83.962,-69.553,-80.632,-59.625,-82.802,-82.382,-109.68,-103.585,-83.038,-161.832,-53.881,-7.824,-82.496,-7.166,-102.433,-77.812,-113.473,-75.77,-14.327,-65.981,-75.285,-10.792,-6.172,-85.052,-10.575,-10.389,-68.814,-67.92,-12.409,-8.191,-10.808,-14.957
