,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
BE0 0 OCGT,1344584.583,1281852.57,1285352.273,1321654.689,1377295.343,1364053.101,1361802.279,1335613.05,1330638.646,1281445.816,1332985.768,1326825.996,1339900.841,1313261.414,1289228.102,1284716.318,1276446.781,1358569.475,1320463.801,1365538.92,514.52,157773.909,149692.328,435.94,596.276,149273.539,150340.361,224.676,319.539,44.212,1331358.437,149576.36,149962.008,429.119,571.23,527.367,468.717,150086.299,144112.06,148535.313,149401.964,384.987,471.237,586.032,149696.635,467.805,354.153,426.059,64.043,314.451,149202.389,629.209,497.792,149708.858,149298.708,144147.578,149354.835,149926.07,149192.505,144132.153,283.927,149373.018,149317.736
BG0 0 OCGT,5.018,7.535,8.948,7.228,7.265,6.449,8.311,8.479,6.151,7.825,8.783,8.566,7.081,8.951,8.858,7.005,6.63,7.135,7.656,6.374,46.146,78.55,60.002,30.696,37.969,55.663,8.635,17.304,24.228,2.987,6.731,68.857,75.883,33.274,29.866,33.244,29.067,47.823,26.969,8.404,61.628,38.115,36.594,43.821,46.692,30.261,26.06,36.977,4.62,37.73,61.898,40.766,33.349,13.635,67.322,8.838,86.958,12.852,70.309,7.908,28.817,47.874,79.749
CH0 0 OCGT,410.429,595.383,648.601,498.891,490.687,479.698,663.025,587.176,418.092,700.213,593.904,476.773,576.057,650.68,627.364,583.013,735.897,563.387,502.246,530.149,81.56,62.701,47.132,58.99,74.866,39.347,6.177,32.955,46.779,5.429,408.064,51.477,55.01,58.979,64.584,62.572,59.18,36.166,20.823,5.711,43.618,64.227,67.615,80.952,35.095,60.04,47.206,66.504,9.152,60.654,49.252,81.433,67.56,10.527,49.706,6.47,69.036,9.252,57.36,6.023,52.339,35.091,64.009
CZ0 0 OCGT,314296.539,318758.503,317750.947,308283.855,314965.403,322847.587,313919.838,325121.209,317399.314,319473.836,326407.719,303393.817,312717.446,308630.078,317740.683,318626.189,320318.713,317222.323,302689.671,316031.004,62218.376,192604.551,188426.992,82021.119,61208.273,188793.736,194817.875,71993.666,86884.021,81076.184,310005.457,188718.841,188347.407,63107.286,87415.12,62352.733,74275.377,195946.981,196070.287,200134.048,188917.302,78939.951,85174.662,69539.366,189049.909,61541.328,61861.718,84734.045,77853.892,79072.552,188796.586,75079.879,83141.824,191261.837,188820.181,200722.825,188241.804,191203.803,188462.663,196256.342,80729.578,189006.919,187593.773
DE0 0 OCGT,3566650.392,3653966.02,3653762.75,3423703.366,3614213.557,3596385.498,3595522.63,3587345.014,3628735.235,3653290.318,3562430.073,3428021.287,3521797.323,3398721.35,3654119.155,3653276.004,3654710.922,3612428.905,3433412.825,3603443.413,186999.111,706133.423,691286.281,169640.173,179834.642,690016.905,698955.989,182497.716,179371.489,199730.692,3479616.272,692276.786,696670.813,182307.262,170754.803,180129.018,175374.594,709741.89,712919.821,708585.445,689802.499,175616.87,175215.362,183049.909,691379.117,182300.715,184500.233,180016.921,199448.104,199122.127,689795.468,173854.546,170977.651,692168.553,690129.79,720159.062,689807.195,691919.858,689908.795,723375.709,217729.625,690181.384,690114.036
DK0 0 OCGT,19081.387,13099.31,11271.346,10596.131,12023.274,13423.051,18345.375,15938.901,9316.981,13084.289,12980.098,12609.319,16431.937,15124.987,12627.271,11975.888,15511.257,19533.791,12599.802,13313.907,22665.845,60.732,44.018,39794.874,28796.921,38.949,6.088,26867.915,36961.835,9301.155,16058.688,49.456,52.875,25735.325,41952.25,28955.315,34627.529,35.911,19.916,6.157,44.009,34524.923,35972.649,27158.97,33.285,27195.655,24600.278,27344.035,9908.571,22897.514,45.134,36816.497,37878.542,9.741,46.769,6.244,62.39,8.935,51.585,5.9,6866.09,34.121,63.856
DK3 0 OCGT,7.695,11.379,12.002,10.605,10.877,8.835,11.8,12.267,8.429,12.607,13.131,12.078,10.226,12.508,12.823,10.878,10.669,10.951,10.878,9.608,39462.478,6074.685,6048.879,34412.118,39811.316,5991.672,7838.087,38906.781,37172.233,34965.074,9.458,5831.701,5636.442,39586.688,37400.282,39739.819,34876.661,6708.531,7351.782,9180.82,6170.129,33931.06,37394.175,39241.73,6316.085,39507.253,39644.783,34759.34,33784.572,38013.811,6020.861,32619.054,34519.097,7578.152,5788.86,8311.946,5672.781,7856.218,5831.185,8248.515,38392.015,6192.252,5702.281
EE6 0 OCGT,31897.135,30957.043,30565.673,32116.432,31026.411,30731.56,31557.398,31516.522,29876.265,30905.026,31089.988,31867.093,32021.211,32297.05,30672.691,30566.591,30932.084,31442.0,31097.278,31513.439,2846.634,215.998,159.012,3032.806,3180.676,168.632,24.509,1399.282,5805.657,1588.333,31990.313,181.223,199.78,2411.071,5857.323,3186.481,3480.796,135.143,89.651,22.2,163.821,2872.025,4836.535,3037.807,145.149,3405.944,2745.24,2904.595,1518.708,5715.649,146.865,3919.623,3263.618,31.294,180.407,23.703,218.754,31.253,183.985,24.407,5788.443,128.096,221.284
ES0 0 OCGT,8.224,13.571,15.948,11.109,12.148,11.259,13.889,14.072,10.402,15.047,14.815,13.214,11.57,14.454,15.537,12.536,11.821,11.909,12.281,10.671,118808.124,12303.797,11242.992,118165.748,118374.607,11386.941,10944.03,120162.7,118645.346,121751.373,10.47,11252.336,11348.723,118758.785,117050.099,117846.008,117898.089,12179.072,11571.742,12150.004,11176.826,118766.798,117291.381,118450.085,11053.268,118350.099,118350.017,118704.964,122739.241,118438.182,11292.158,118250.082,118460.761,11172.069,11592.748,11482.232,11496.965,11048.564,11323.988,11791.8,120635.865,11113.305,11463.594
ES2 0 OCGT,45.015,272.87,233.205,25.004,31.244,51.997,60.398,149.908,139.139,258.507,110.413,26.121,39.88,30.651,213.168,252.006,313.457,45.707,26.971,49.615,44576.526,72112.053,71805.767,45082.093,44733.817,72118.561,71745.766,42418.454,43599.62,41467.809,30.218,71924.174,72005.383,44611.658,45809.555,46030.585,45253.38,72249.398,72182.0,72049.968,71982.528,43969.924,45538.773,44933.334,71705.427,44634.899,44580.707,44180.199,41402.268,44050.011,72018.771,45195.495,44401.405,71404.014,72094.87,72105.059,72095.776,71408.956,72091.66,72141.766,42947.765,72050.298,72150.775
FI3 0 OCGT,419064.941,418503.177,418347.922,420865.021,424176.707,421077.907,420472.114,417038.083,420984.996,418270.24,418174.246,422340.882,420302.282,419329.186,419814.981,419101.498,415664.242,420005.86,422335.558,419580.106,12436.933,45179.629,72594.056,7975.41,13059.899,72063.014,78610.155,8093.666,7648.578,8541.346,419458.523,72403.333,71595.95,9343.938,7453.278,12436.54,8615.718,49959.144,73730.492,43975.653,72897.077,8075.843,7248.288,8321.884,72435.904,13351.316,12569.31,7309.213,8198.929,8062.526,72779.783,8118.603,7335.748,77840.978,71349.81,77270.779,71790.691,80028.597,71421.162,68885.712,12131.866,73036.864,72137.32
FR0 0 OCGT,1580613.01,1473461.029,1474027.922,1671935.105,1455426.368,1405821.481,1505186.425,1414640.028,1448926.327,1474587.696,1402924.488,1674989.515,1613431.346,1685985.665,1474415.369,1475830.311,1468225.918,1393918.328,1679743.185,1472339.965,131.689,86.242,64.468,93.267,122.047,58.602,8.229,52.483,66.841,8.423,1643848.304,68.406,78.171,93.139,97.539,105.469,96.529,51.189,27.331,8.122,59.296,94.159,97.683,129.053,49.698,99.323,73.933,98.022,13.856,82.902,72.532,133.151,104.836,14.58,75.473,9.065,96.767,12.157,86.665,8.317,70.98,49.996,86.707
GB4 0 OCGT,20006.014,72419.263,64714.388,6556.213,23861.52,32917.944,19972.239,38705.138,47495.994,72013.588,34370.462,5825.633,19403.793,3600.769,52458.182,71680.318,71837.174,29104.769,12684.897,19388.197,475.111,1461.525,26582.056,222.975,490.034,35173.011,23196.267,171.569,185.536,22.314,16990.25,26522.486,23432.785,408.764,294.418,478.016,408.242,1629.962,8185.068,145.86,34825.427,227.936,305.882,468.674,27527.343,398.602,346.17,275.735,29.861,240.579,35208.118,366.823,245.574,30032.571,33787.665,7865.025,35051.762,29169.434,33155.868,6760.16,175.16,35340.92,34930.753
GB5 0 OCGT,1495403.567,1532855.992,1535404.97,1465862.457,1562835.451,1592127.37,1541809.469,1560336.551,1541887.132,1533681.188,1581221.541,1459702.764,1467972.913,1453558.032,1538445.788,1533050.583,1534963.429,1596702.961,1434978.683,1556682.305,289687.406,125713.233,309078.711,290597.378,290775.18,310835.628,295637.905,287090.828,191080.29,287609.336,1454972.057,308490.346,301871.167,290036.816,222501.818,291381.635,289802.027,154631.0,277460.63,113032.964,310273.987,291093.319,263092.577,289489.037,307877.92,290634.88,290085.544,287834.002,287731.822,136322.672,310683.635,291394.17,290753.674,306895.107,311087.891,242194.406,311444.197,306155.311,310962.372,184843.465,113144.677,310266.701,311315.449
GR0 0 OCGT,4.428,6.642,7.85,6.41,6.376,5.646,7.3,7.462,5.402,6.86,7.746,7.578,6.232,7.883,7.769,6.155,5.847,6.26,6.735,5.6,47.769,55.191,41.176,32.271,38.949,38.134,6.004,18.26,25.744,3.174,5.963,47.264,51.087,35.424,32.27,35.864,30.843,33.787,19.32,5.885,38.862,39.035,39.665,45.723,31.408,31.899,27.503,38.521,4.761,40.595,41.923,43.161,34.961,8.868,44.912,6.172,58.474,8.699,47.603,5.798,30.81,31.668,55.439
HR0 0 OCGT,7.363,11.313,13.074,10.524,10.575,9.463,12.139,12.469,9.011,12.025,13.018,12.316,10.45,12.891,13.206,10.565,10.346,10.686,11.16,9.413,86.378,92.704,70.713,54.797,76.453,64.274,10.117,32.912,46.416,5.283,9.753,80.004,87.176,61.763,57.175,62.205,53.52,58.014,32.357,9.99,69.974,66.099,67.476,78.39,54.35,60.228,47.799,66.885,8.609,71.387,70.529,76.003,65.52,15.741,77.647,10.546,101.778,14.479,83.983,9.799,51.039,54.389,93.109
HU0 0 OCGT,9.36,15.533,17.358,13.448,13.41,12.592,15.388,16.371,11.815,16.457,17.261,15.288,13.455,16.154,17.637,14.603,14.553,14.131,14.06,12.456,40.241,69.551,52.312,26.789,33.594,45.769,7.229,15.174,21.922,2.539,12.049,59.424,64.883,28.629,26.034,26.943,24.494,42.316,23.348,7.092,49.878,34.08,33.405,37.686,40.336,25.658,21.38,33.504,4.248,35.005,55.5,35.634,30.452,12.064,56.19,7.684,78.083,10.958,63.489,6.986,26.799,39.74,68.823
IE4 0 OCGT,195581.171,164685.861,169551.728,198816.778,195887.402,190139.347,197125.515,182235.753,179489.054,164978.888,186013.64,200255.58,193555.318,199378.824,175865.89,164555.137,166348.742,194807.193,196089.281,198627.689,118237.772,40445.897,116975.756,109589.149,117996.121,142099.582,85335.259,119528.438,89344.095,113313.632,194562.559,106093.65,92238.201,118439.69,90051.08,117815.421,116283.829,39993.344,80863.185,42169.369,142907.574,112549.641,93029.016,117853.96,129185.107,118370.391,118374.974,98895.242,116292.693,91018.897,142743.683,114036.032,107523.216,92632.897,142124.043,63318.12,142393.041,90015.198,140810.054,56366.049,90952.355,142425.987,141708.563
IT0 0 OCGT,551984.07,599714.591,598502.161,563571.683,574991.338,590788.248,561072.747,597467.499,598177.482,598850.936,597944.623,564814.446,552821.738,563891.156,597151.975,598549.51,599616.812,584109.447,563122.161,570188.906,906896.256,778750.611,784637.632,913623.146,906676.92,783785.039,783642.675,905766.74,928026.069,912494.996,559243.455,785081.841,783948.161,906999.82,924435.41,906706.035,909546.554,779991.67,779634.834,781505.2,784084.598,909707.713,918887.632,907815.961,784858.323,906647.86,906554.765,916496.684,907474.496,938757.009,783902.431,909043.254,914315.356,784454.782,783826.282,778980.632,783749.44,784721.175,783852.17,779629.783,941868.806,784013.484,783937.282
IT1 0 OCGT,22.645,29.563,32.642,35.135,27.035,26.243,32.76,30.26,21.485,32.944,33.383,33.805,34.442,37.902,30.756,30.107,31.015,33.673,33.122,26.032,45.94,84.215,65.154,33.282,40.441,56.282,9.303,18.391,24.792,3.228,30.265,72.817,78.429,35.441,32.114,33.488,29.178,51.259,28.971,8.742,63.182,41.182,40.611,46.227,49.076,31.154,26.993,39.033,5.229,38.274,66.087,40.98,34.837,14.191,69.189,9.123,91.012,13.201,73.757,8.59,31.665,48.865,86.932
LT6 0 OCGT,38723.442,39258.621,41974.809,41807.283,44419.657,46201.309,41696.487,40558.96,47509.017,38973.766,42476.84,39458.328,39666.435,39973.794,42222.875,43092.459,37011.064,37994.261,46681.423,37922.731,2912.903,14332.174,16302.072,3036.172,3194.405,15634.856,21208.6,1403.202,8477.456,1582.685,37696.555,15907.397,15461.512,2430.604,7436.006,3203.652,3530.358,15223.214,18539.033,19981.918,16946.268,2851.161,4813.462,3016.093,16783.673,3415.995,2736.609,2843.656,1529.798,8927.924,16787.649,3930.417,3202.724,21156.356,15778.954,21263.324,15643.415,22238.683,15851.727,21079.387,8169.331,17147.488,15858.209
LU0 0 OCGT,167732.277,172268.677,172186.821,171367.135,167250.042,169724.932,168117.386,173309.291,170829.08,172210.086,176025.747,170143.765,169401.738,172855.921,170654.555,171454.626,174276.167,166833.691,173390.891,168298.547,14476.634,34468.952,33753.578,13190.455,14645.747,34093.978,33168.298,13818.09,10592.075,13455.028,171033.393,33588.208,33525.675,14916.61,11844.075,14461.014,13739.633,32603.202,31474.282,33838.757,33950.688,13422.309,12478.891,14148.122,33779.228,14658.64,14739.445,13150.24,13738.346,10230.069,34005.602,13458.941,13056.505,33508.865,34309.15,31101.702,34259.638,33224.703,34012.35,31583.63,7683.507,33934.194,34075.291
LV6 0 OCGT,23222.219,21553.204,19617.173,21258.532,18494.597,17746.49,20971.996,21300.905,16279.921,21734.19,20119.972,22712.177,22538.053,23018.494,19527.743,18707.475,23334.351,23214.336,18117.362,23275.496,2895.068,13525.466,15370.394,2994.406,3168.415,14903.343,18812.441,1382.218,8367.463,1550.801,24215.495,14799.588,14754.841,2416.785,7364.251,3201.316,3490.743,14270.823,17144.744,17267.551,15905.475,2816.981,4751.901,3003.466,15799.574,3376.24,2727.916,2806.533,1491.309,8772.952,15616.601,3879.689,3182.22,18813.326,14942.236,18572.203,14697.694,18600.674,14999.07,18317.237,7968.464,16051.559,14880.221
ME0 0 OCGT,6.471,9.887,11.471,9.295,9.295,8.258,10.627,10.944,7.909,10.406,11.398,10.9,9.158,11.347,11.534,9.261,9.029,9.321,9.793,8.244,73.036,102.565,74.964,47.494,63.483,69.479,10.796,28.077,39.427,4.616,8.61,85.867,95.763,52.721,49.319,52.858,46.223,63.008,34.267,11.18,76.904,58.298,58.376,67.039,58.722,50.391,41.356,57.53,7.28,59.818,77.796,64.835,56.09,17.199,83.891,11.536,109.931,15.791,89.999,10.534,43.047,58.92,98.489
MK0 0 OCGT,5.5,8.308,9.821,7.956,7.994,7.173,9.108,9.319,6.778,8.618,9.702,9.357,7.815,9.713,9.781,7.766,7.455,7.918,8.422,7.039,62.663,62.509,46.119,42.499,53.891,41.755,6.659,23.998,35.222,4.142,7.35,51.476,56.659,46.014,44.639,47.939,41.495,38.073,21.369,6.8,46.777,52.02,51.691,59.705,35.164,42.177,34.896,50.906,6.249,52.46,46.82,56.825,47.898,10.486,50.204,6.874,66.512,9.573,53.247,6.45,39.493,35.842,61.106
NL0 0 OCGT,730578.41,769490.408,768974.636,759400.034,731435.013,785898.122,733928.024,791726.966,765397.061,770081.451,825887.16,752834.502,747314.49,770444.894,766191.684,769471.07,768385.004,765849.808,766451.188,738179.001,27249.681,12231.36,45818.178,26370.928,27667.513,45653.53,46628.414,26438.121,27412.822,26177.765,757937.579,45814.898,46147.22,27000.45,28958.606,27563.313,26460.279,37976.558,48709.146,123.877,45750.311,25862.889,27069.253,26563.723,46031.305,27683.95,27438.691,26382.83,25580.742,28034.831,45696.648,26157.469,26497.596,45894.474,45589.046,49243.442,45540.908,46022.99,45597.197,48962.091,28857.233,45770.247,45516.343
NO3 0 OCGT,2.479,3.69,4.208,3.577,3.429,2.985,3.945,4.053,2.892,3.686,4.215,4.13,3.36,4.271,4.155,3.429,3.207,3.349,3.612,3.149,12.705,15.384,11.357,8.644,9.211,8.778,1.649,4.881,6.146,0.87,3.38,13.01,14.485,9.563,6.641,7.679,7.0,9.623,4.878,1.639,10.665,12.949,11.478,12.629,7.673,7.052,7.212,11.114,1.392,11.915,11.742,10.244,8.631,2.925,11.297,1.741,16.744,2.441,13.2,1.572,8.557,8.066,15.062
PL0 0 OCGT,369882.31,377450.508,376738.567,387208.711,370578.361,372275.842,371754.194,377122.43,373861.894,377516.676,379102.102,387515.188,377212.206,389802.737,374101.884,375957.521,381911.099,374241.829,383795.709,375326.564,383767.328,626043.502,620485.593,376239.348,383591.887,622537.768,604106.729,385070.021,363270.657,379760.764,383174.112,620815.516,619574.308,385789.621,362835.629,382973.137,381413.016,623521.423,606585.925,615334.57,619470.614,379602.441,369331.275,380224.758,619534.402,382667.435,384540.125,376155.84,383803.635,371343.096,620459.321,381169.874,375394.384,608928.248,622570.227,595287.7,623124.417,606066.722,622606.523,601653.509,370965.736,619366.554,622179.301
PT0 0 OCGT,8.193,13.509,15.902,11.076,12.106,11.27,13.844,14.012,10.374,15.043,14.767,13.165,11.528,14.387,15.486,12.505,11.769,11.849,12.262,10.629,117981.014,12285.789,11229.752,117361.552,118187.434,11325.944,10933.952,119094.544,117434.735,118411.928,10.429,11292.561,11347.8,117950.168,116368.414,117070.605,117240.955,12198.91,11577.097,12146.463,11134.363,118265.474,117224.321,118007.845,11106.625,117938.395,118060.645,117414.838,117923.004,117439.061,11339.339,117638.361,117429.543,11181.145,11577.993,11477.588,11519.822,11047.479,11303.433,11756.734,119140.036,11127.512,11492.705
RO0 0 OCGT,4.87,7.306,8.659,7.011,7.023,6.234,8.049,8.198,5.943,7.551,8.497,8.293,6.87,8.692,8.545,6.767,6.407,6.899,7.406,6.18,38.861,66.701,51.717,26.076,31.525,47.272,7.464,14.634,20.32,2.491,6.526,59.133,65.133,27.908,24.393,27.316,24.081,42.111,23.051,7.079,53.304,32.843,31.467,36.87,39.093,24.732,21.797,31.662,3.939,32.433,53.337,34.009,28.002,11.892,57.496,7.597,75.193,11.035,61.062,6.817,24.704,40.662,69.094
RS0 0 OCGT,5.662,8.577,10.074,8.152,8.18,7.279,9.351,9.577,6.931,8.917,9.955,9.601,8.004,10.025,10.047,7.989,7.631,8.093,8.604,7.23,86.212,143.293,100.158,56.935,72.288,96.897,14.952,33.089,48.006,5.574,7.555,113.898,127.825,62.215,61.611,67.665,58.237,84.612,49.318,16.105,106.772,68.527,67.596,80.427,77.636,58.873,50.588,68.852,8.266,71.36,98.24,79.615,65.1,22.981,113.847,16.322,140.305,21.312,111.122,14.907,52.816,78.478,127.513
SE3 0 OCGT,7.193,10.587,11.148,9.847,10.211,8.215,11.065,11.455,7.875,11.721,12.196,11.325,9.499,11.633,11.995,10.129,9.851,10.139,10.14,8.923,502.573,72.051,56.186,257.724,572.888,54.682,8.082,174.198,252.56,27.827,8.906,64.25,72.644,435.059,310.066,508.934,351.362,47.793,25.988,7.529,57.857,281.649,275.977,498.074,44.416,541.274,444.033,253.563,41.176,237.626,54.486,451.647,278.314,12.527,64.58,7.942,80.345,11.425,66.842,7.837,189.96,47.123,77.925
SI0 0 OCGT,11.288,18.001,19.346,15.785,16.346,14.121,18.634,18.774,13.604,19.412,20.023,18.337,15.755,18.984,20.773,16.969,16.726,16.217,16.934,14.504,598.455,55221.32,56026.4,372.247,649.679,56105.728,56148.403,257.629,341.886,48.309,14.748,55952.855,55306.665,517.081,493.305,540.929,443.197,55980.294,54862.919,55532.634,56099.007,399.228,463.757,562.891,56143.523,534.14,422.781,393.061,71.318,469.336,56296.416,545.146,465.344,56579.608,56045.533,55031.302,56159.429,56450.696,56008.861,55487.475,273.582,56309.753,56099.726
SK0 0 OCGT,57351.068,52359.305,53516.558,52614.927,59853.291,58847.24,59480.95,56731.383,56110.932,52343.761,56471.119,54808.31,56385.571,51294.394,54472.77,52405.894,52377.086,58190.176,54456.15,59285.586,125.64,1450.524,2639.821,96.952,134.229,2892.935,686.9,49.894,126.242,9.689,53009.429,2474.366,2329.632,99.913,128.802,92.95,103.439,1184.192,949.935,142.786,2683.892,102.55,155.808,119.346,2476.34,94.452,72.437,115.924,15.263,124.796,2947.749,138.748,135.302,934.15,2887.221,160.048,3196.547,936.212,2880.515,151.361,101.907,2725.655,3326.908
AL0 0 CCGT,-15.855,-23.436,-27.59,-22.758,-22.665,-20.817,-26.457,-25.887,-18.883,-25.403,-27.281,-26.697,-22.927,-28.007,-27.974,-21.742,-21.915,-23.004,-24.902,-19.739,-50.279,-59.94,-45.994,-35.406,-39.787,-38.167,-6.493,-19.914,-25.816,-3.58,-20.774,-50.475,-55.775,-38.498,-31.289,-33.898,-31.012,-36.148,-20.275,-6.323,-43.639,-49.068,-45.279,-50.822,-33.465,-30.351,-30.284,-43.154,-5.478,-44.147,-47.136,-43.757,-37.091,-10.909,-47.923,-6.568,-65.808,-9.378,-54.074,-6.18,-34.015,-33.966,-59.9
AT0 0 CCGT,-304908.939,-264599.423,-262743.275,-426518.972,-290152.303,-269527.012,-304195.193,-237775.112,-249196.348,-265017.762,-242255.718,-424594.068,-326235.868,-420471.65,-267466.849,-262636.648,-267215.053,-279934.949,-347673.151,-302213.232,-62.216,-138.384,-106.356,-41.232,-44.394,-92.782,-14.441,-22.906,-30.961,-3.844,-348484.082,-114.495,-130.58,-43.163,-34.243,-40.675,-36.797,-84.4,-46.911,-13.107,-100.634,-52.972,-51.358,-58.567,-76.735,-35.426,-35.642,-49.715,-6.257,-52.381,-109.406,-54.623,-41.525,-23.036,-108.453,-15.069,-151.163,-20.952,-131.751,-13.931,-38.739,-78.187,-144.52
BA0 0 CCGT,-33.418,-48.612,-55.936,-47.238,-46.085,-42.934,-55.087,-53.847,-38.023,-54.696,-57.262,-54.348,-48.553,-57.723,-59.125,-46.306,-48.841,-49.066,-52.824,-41.13,-55.518,-73.99,-57.856,-39.548,-44.526,-47.963,-8.073,-21.789,-28.2,-3.983,-42.618,-62.446,-68.121,-43.203,-34.315,-37.303,-33.784,-45.823,-25.416,-7.698,-54.182,-54.38,-48.175,-56.781,-42.59,-33.656,-30.757,-47.556,-6.164,-49.182,-58.429,-48.723,-40.663,-13.021,-58.554,-8.135,-81.77,-11.593,-66.894,-7.719,-37.036,-42.013,-74.479
BE0 0 CCGT,-8539564.321,-8983060.171,-8986635.626,-8593945.498,-8619207.347,-8685789.33,-8560100.392,-8754726.186,-8861065.806,-8984918.193,-8719093.387,-8577591.113,-8547668.079,-8583512.757,-8993452.432,-8990628.254,-8962130.265,-8652129.169,-8551922.855,-8604066.933,-82.416,-471.536,-380.23,-54.677,-57.907,-396.562,-51.537,-30.181,-39.671,-4.998,-8523893.052,-406.835,-480.137,-56.432,-44.494,-53.52,-48.624,-277.45,-179.729,-45.104,-375.419,-67.56,-66.311,-77.596,-304.134,-46.692,-46.297,-63.559,-8.091,-67.179,-407.767,-73.077,-53.697,-77.588,-434.61,-55.388,-549.527,-72.223,-513.099,-50.893,-50.474,-301.898,-522.166
BG0 0 CCGT,-16.413,-23.882,-28.932,-23.294,-23.445,-21.568,-27.516,-26.828,-19.564,-26.336,-27.926,-27.684,-23.658,-29.294,-29.189,-22.31,-22.165,-23.63,-25.808,-20.308,-51.227,-66.97,-50.161,-34.866,-38.29,-42.787,-7.242,-19.356,-25.528,-3.47,-21.428,-56.377,-62.149,-37.874,-29.45,-33.398,-30.501,-39.659,-22.667,-6.876,-47.598,-47.014,-43.696,-50.206,-36.573,-29.772,-29.429,-42.246,-5.274,-43.673,-52.192,-43.956,-35.806,-11.619,-51.766,-7.445,-72.27,-10.497,-59.548,-6.786,-33.132,-37.898,-67.178
CH0 0 CCGT,-89.364,-130.612,-152.356,-120.732,-119.546,-112.62,-149.326,-138.309,-98.452,-154.004,-145.527,-135.701,-129.033,-156.301,-157.565,-125.498,-130.354,-126.428,-135.8,-110.664,-58.21,-65.9,-49.423,-37.893,-41.138,-40.223,-6.801,-21.606,-28.592,-3.548,-103.32,-54.305,-61.49,-40.021,-31.41,-37.525,-34.342,-40.953,-21.277,-6.579,-46.801,-49.656,-47.187,-54.457,-33.956,-32.737,-33.201,-45.916,-5.803,-48.758,-51.431,-50.606,-38.808,-11.809,-48.815,-7.276,-71.95,-9.977,-58.18,-6.67,-36.107,-35.285,-65.576
CZ0 0 CCGT,-5599498.172,-5657991.86,-5661777.855,-5625692.537,-5617003.167,-5616875.077,-5616378.089,-5634000.033,-5631815.612,-5657994.216,-5613436.036,-5626146.461,-5613781.544,-5636874.956,-5645653.793,-5657334.227,-5664073.05,-5619864.662,-5624821.354,-5617799.781,-81.678,-269.13,-207.026,-55.493,-60.731,-193.92,-28.17,-30.317,-41.178,-5.228,-5620147.684,-222.655,-251.584,-56.964,-47.372,-54.963,-49.413,-159.392,-95.605,-24.618,-197.612,-69.674,-68.197,-77.873,-160.707,-48.357,-46.71,-65.757,-8.277,-66.506,-220.022,-72.337,-55.64,-42.228,-224.276,-29.211,-298.283,-39.918,-264.548,-26.88,-51.394,-158.033,-284.926
DE0 0 CCGT,-4745931.666,-4669233.774,-4646045.254,-4818381.338,-4667351.356,-4549940.584,-4707971.212,-4631801.875,-4660955.138,-4667802.687,-4600114.051,-4792765.608,-4773363.821,-4856317.299,-4611096.076,-4666990.94,-4670227.737,-4648708.579,-4769567.143,-4660505.292,-82.137,-235.905,-183.419,-51.339,-56.323,-157.264,-24.249,-29.663,-39.26,-4.632,-4767372.388,-194.474,-227.277,-51.909,-41.358,-52.143,-47.245,-149.276,-78.602,-22.033,-174.649,-65.07,-62.453,-71.66,-129.906,-45.984,-45.447,-61.716,-7.627,-65.51,-185.261,-69.544,-51.862,-39.027,-180.317,-25.466,-254.463,-34.417,-227.499,-24.519,-47.558,-128.065,-244.62
DK0 0 CCGT,-53.448,-82.472,-93.834,-70.999,-73.552,-69.686,-87.525,-84.796,-60.077,-95.684,-91.667,-79.633,-77.751,-88.144,-95.011,-79.145,-84.021,-79.722,-82.001,-68.166,-47.099,-40.661,-30.293,-33.26,-36.884,-25.01,-4.355,-18.387,-23.721,-3.257,-62.638,-34.001,-37.548,-35.998,-28.921,-31.486,-28.935,-24.846,-13.421,-4.186,-28.443,-44.12,-42.223,-47.774,-21.113,-28.054,-28.264,-39.666,-5.227,-40.015,-30.891,-41.405,-34.186,-7.104,-30.408,-4.514,-42.971,-6.367,-35.485,-4.123,-31.963,-22.133,-40.677
DK3 0 CCGT,-6.259,-9.423,-10.768,-8.88,-8.997,-7.714,-10.089,-10.401,-7.401,-10.043,-10.867,-10.347,-8.63,-10.65,-10.84,-8.944,-8.561,-8.638,-9.098,-7.979,-42.402,-47.805,-36.58,-29.795,-33.244,-30.341,-5.221,-16.445,-21.983,-3.013,-8.263,-41.225,-44.911,-32.993,-26.025,-28.63,-25.808,-29.455,-16.087,-5.099,-34.219,-41.38,-37.968,-42.957,-26.645,-26.066,-26.061,-36.753,-4.629,-36.846,-36.982,-36.555,-31.142,-8.846,-38.28,-5.407,-52.519,-7.604,-42.391,-4.96,-28.317,-27.297,-48.606
EE6 0 CCGT,-50.096,-70.756,-78.166,-73.692,-66.928,-59.721,-76.289,-74.3,-51.935,-78.986,-81.905,-78.313,-73.153,-89.375,-78.608,-66.636,-77.32,-75.191,-72.066,-63.609,-49.645,-87.97,-68.224,-36.341,-40.951,-60.107,-9.84,-19.392,-26.682,-3.666,-60.971,-76.463,-83.838,-39.28,-32.795,-34.87,-31.042,-53.272,-30.942,-9.258,-63.746,-49.19,-47.809,-51.664,-51.038,-31.792,-31.069,-43.795,-5.725,-43.011,-68.378,-43.958,-37.808,-15.037,-70.408,-9.929,-95.097,-13.96,-78.791,-9.177,-34.484,-51.217,-91.36
