,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
sector,,,,,,,,,,,,,,,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,,T-H,T-H-I-B,T-H-I-B,T-H-I-B,,T-H-I-B,T-H-I-B,T-H,T-H-I-B,T-H,T-H,T-H-I-B,T-H,,T-H,T-H,T-H-I-B,T-H,T-H,T-H-I-B,T-H,T-H,T-H-I-B,T-H-I-B,T-H,T-H,T-H,T-H,T-H-I-B,T-H,T-H
AL0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.004,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.016,0.19,0.043,0.009,0.003,0.003,0.002,0.013,0.005,0.003,0.001,0.016,0.014,0.039,0.01,0.014,0.019,0.004,0.008,0.0,0.021,0.014,0.013,0.011,0.045,0.004,0.433,0.075,0.02,0.052,0.026,0.068,0.0,0.011,0.083,0.0,0.003
AT0 0 X Store,0.002,0.001,0.007,0.001,0.003,0.008,0.0,0.002,0.005,0.034,0.012,0.003,0.001,0.064,0.017,0.25,0.057,0.012,0.003,0.005,0.002,0.017,0.007,0.003,0.002,0.02,0.015,0.044,0.009,0.016,0.02,0.004,0.007,0.0,0.025,0.013,0.012,0.011,0.052,0.005,0.437,0.092,0.02,0.072,0.027,0.087,0.0,0.01,0.086,0.0,0.003
BA0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.003,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.014,0.185,0.04,0.009,0.002,0.003,0.002,0.012,0.004,0.002,0.001,0.015,0.012,0.035,0.008,0.014,0.017,0.003,0.007,0.0,0.019,0.012,0.011,0.01,0.041,0.004,0.429,0.07,0.017,0.05,0.023,0.063,0.0,0.01,0.083,0.0,0.003
BE0 0 X Store,0.002,0.001,0.009,0.001,0.003,0.011,0.0,0.002,0.006,0.066,0.019,0.004,0.001,0.173,0.019,0.508,0.07,0.018,0.003,0.006,0.002,0.03,0.009,0.003,0.002,0.022,0.017,0.058,0.01,0.022,0.023,0.005,0.008,0.0,0.033,0.014,0.013,0.013,0.069,0.006,0.457,0.128,0.023,0.098,0.035,0.113,0.0,0.012,0.109,0.0,0.004
BG0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.004,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.016,0.19,0.044,0.009,0.003,0.003,0.002,0.013,0.005,0.003,0.001,0.017,0.015,0.04,0.01,0.014,0.02,0.004,0.008,0.0,0.021,0.014,0.013,0.012,0.045,0.004,0.432,0.073,0.02,0.052,0.026,0.068,0.0,0.012,0.083,0.0,0.003
CH0 0 X Store,0.002,0.001,0.007,0.001,0.003,0.009,0.0,0.002,0.005,0.047,0.015,0.003,0.001,0.126,0.015,0.203,0.049,0.01,0.003,0.006,0.002,0.014,0.005,0.002,0.002,0.018,0.014,0.047,0.009,0.015,0.021,0.004,0.007,0.0,0.026,0.013,0.011,0.012,0.055,0.004,0.437,0.087,0.019,0.061,0.029,0.086,0.0,0.011,0.084,0.0,0.004
CZ0 0 X Store,0.002,0.001,0.004,0.001,0.002,0.004,0.0,0.001,0.004,0.014,0.007,0.002,0.001,0.049,0.016,0.21,0.05,0.01,0.003,0.003,0.002,0.015,0.006,0.003,0.001,0.018,0.014,0.039,0.009,0.014,0.018,0.004,0.007,0.0,0.021,0.012,0.012,0.01,0.045,0.005,0.431,0.076,0.019,0.061,0.025,0.072,0.0,0.01,0.084,0.0,0.003
DE0 0 X Store,0.002,0.001,0.01,0.001,0.004,0.014,0.0,0.002,0.007,0.207,0.03,0.004,0.001,293.125,0.019,0.371,0.067,0.016,0.003,0.007,0.002,0.024,0.008,0.003,0.002,0.023,0.017,0.046,0.01,0.015,0.02,0.005,0.007,0.001,0.026,0.013,0.013,0.011,0.055,0.006,0.436,0.088,0.023,0.091,0.028,0.088,0.0,0.01,0.093,0.0,0.003
DK0 0 X Store,0.003,0.001,0.021,0.001,0.004,0.078,0.0,0.002,0.01,143.376,35.972,0.005,0.002,236.351,0.019,0.332,0.061,0.015,0.003,0.012,0.003,0.022,0.007,0.003,0.002,0.021,0.017,0.079,0.01,0.898,0.028,0.004,0.008,0.001,0.052,0.016,0.013,0.015,0.098,0.005,142.929,0.388,0.022,0.084,0.044,0.211,0.0,0.013,0.089,0.0,0.005
DK3 0 X Store,0.002,0.001,0.005,0.001,0.003,0.006,0.0,0.002,0.004,0.019,0.009,0.003,0.001,0.052,0.021,2.331,0.103,0.023,0.004,0.004,0.005,0.058,0.014,0.003,0.002,0.029,0.02,1.615,0.011,55.371,0.061,0.006,0.013,0.0,9.118,0.028,0.014,0.03,4.511,0.008,71.839,23.092,0.026,0.135,0.183,13.946,0.001,0.023,17.639,0.0,0.014
EE6 0 X Store,0.002,0.001,0.006,0.001,0.003,0.006,0.0,0.002,0.004,0.022,0.009,0.003,0.001,0.052,0.02,1.048,0.079,0.02,0.004,0.004,0.004,0.039,0.01,0.003,0.002,0.025,0.017,0.145,0.01,0.06,0.04,0.005,0.011,0.0,0.07,0.022,0.014,0.021,0.149,0.007,0.526,0.306,0.024,0.109,0.073,0.195,0.001,0.018,1.457,0.0,0.008
ES0 0 X Store,0.002,0.001,0.008,0.001,0.003,0.01,0.0,0.002,0.006,0.028,0.014,0.004,0.001,0.091,0.021,0.663,0.079,0.019,0.004,0.006,0.003,0.033,0.01,0.003,0.002,0.024,0.018,0.062,0.01,0.024,0.027,0.005,0.008,0.001,0.034,0.017,0.014,0.015,0.072,0.007,0.471,0.135,0.025,0.11,0.039,0.117,0.0,0.014,0.457,0.0,0.005
ES2 0 X Store,0.003,0.001,0.568,0.001,0.005,1.131,0.0,0.002,0.016,3.334,1.696,0.007,0.002,12.413,0.021,1.142,0.089,0.023,0.004,0.03,0.003,0.05,0.012,0.003,0.002,0.027,0.018,0.068,0.01,0.042,0.028,0.005,0.009,0.001,0.04,0.018,0.014,0.016,0.082,0.007,0.85,0.183,0.026,0.124,0.041,0.134,0.0,0.014,2.397,0.0,0.005
FI3 0 X Store,0.001,0.001,0.004,0.001,0.002,0.004,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.025,57.087,0.13,0.072,0.004,0.003,0.004,10.191,0.021,0.003,0.001,0.033,0.021,0.131,0.012,0.029,0.039,0.006,0.011,0.0,0.06,0.022,0.016,0.021,0.136,0.009,0.457,0.199,0.029,0.255,0.069,0.153,0.001,0.018,103.096,0.0,0.007
FR0 0 X Store,0.002,0.001,0.009,0.001,0.003,0.011,0.0,0.002,0.006,0.053,0.019,0.004,0.001,0.158,0.018,0.308,0.06,0.014,0.003,0.006,0.002,0.02,0.007,0.003,0.002,0.021,0.015,0.058,0.009,0.02,0.024,0.004,0.008,0.001,0.032,0.015,0.012,0.013,0.067,0.005,0.456,0.12,0.021,0.079,0.036,0.112,0.0,0.012,0.09,0.0,0.004
GB4 0 X Store,0.006,0.001,8.335,0.002,0.012,11.461,0.0,0.003,2.88,44.802,19.905,0.101,0.002,82.875,0.03,27.618,0.505,6.137,0.006,5.069,0.004,16.76,0.158,0.003,0.004,0.055,0.024,0.251,0.012,64.131,0.04,0.009,0.01,0.001,3.313,0.021,0.017,0.021,0.66,0.019,168.99,17.177,0.036,1.63,0.084,7.95,0.001,0.017,46.908,0.0,0.008
GB5 0 X Store,0.003,0.001,26.223,0.002,0.006,230.157,0.0,0.003,0.019,1180.255,580.01,0.008,0.002,1962.345,0.025,577.092,0.213,12.19,0.005,0.037,0.003,160.926,0.047,0.004,0.003,0.041,0.023,0.123,0.012,1208.822,0.035,0.007,0.009,0.001,0.119,0.019,0.017,0.018,0.178,0.012,2308.934,407.495,0.03,0.97,0.06,1.145,0.001,0.015,1742.41,0.0,0.007
GR0 0 X Store,0.002,0.001,0.005,0.001,0.002,0.005,0.0,0.001,0.004,0.016,0.008,0.003,0.001,0.051,0.016,0.195,0.044,0.009,0.003,0.004,0.002,0.013,0.005,0.003,0.002,0.017,0.016,0.043,0.01,0.015,0.021,0.004,0.008,0.0,0.023,0.015,0.013,0.012,0.049,0.004,0.437,0.081,0.021,0.054,0.028,0.075,0.0,0.012,0.084,0.0,0.004
HR0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.003,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.014,0.183,0.039,0.008,0.002,0.003,0.002,0.012,0.004,0.002,0.001,0.015,0.013,0.035,0.009,0.014,0.017,0.003,0.007,0.0,0.019,0.012,0.011,0.01,0.04,0.004,0.429,0.07,0.017,0.049,0.023,0.062,0.0,0.01,0.083,0.0,0.003
HU0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.003,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.014,0.182,0.039,0.009,0.002,0.003,0.002,0.012,0.004,0.002,0.001,0.015,0.013,0.034,0.009,0.013,0.017,0.003,0.007,0.0,0.019,0.011,0.011,0.01,0.04,0.004,0.428,0.069,0.017,0.049,0.022,0.062,0.0,0.009,0.083,0.0,0.003
IE4 0 X Store,0.003,0.001,0.035,0.002,0.005,0.055,0.0,0.003,0.016,0.383,0.123,0.008,0.002,3.763,0.036,112.224,4.474,36.291,0.007,0.023,0.004,55.268,20.354,0.003,0.003,0.072,0.027,0.23,0.013,29.076,0.04,0.011,0.01,0.001,2.508,0.021,0.019,0.02,0.555,0.03,62.647,15.721,0.043,30.559,0.082,9.859,0.001,0.017,221.171,0.0,0.008
IT0 0 X Store,0.002,0.001,0.005,0.001,0.003,0.006,0.0,0.002,0.004,0.016,0.008,0.003,0.001,0.051,0.014,0.198,0.044,0.01,0.002,0.004,0.002,0.014,0.005,0.002,0.002,0.016,0.013,0.043,0.008,0.015,0.02,0.003,0.007,0.0,0.023,0.013,0.01,0.011,0.05,0.004,0.439,0.081,0.017,0.057,0.028,0.076,0.0,0.011,0.084,0.0,0.003
IT1 0 X Store,0.002,0.001,0.009,0.001,0.003,0.013,0.0,0.002,0.006,0.167,0.031,0.004,0.001,2.343,0.015,0.201,0.046,0.01,0.002,0.006,0.002,0.014,0.005,0.002,0.002,0.016,0.013,0.045,0.009,0.016,0.021,0.004,0.007,0.0,0.024,0.014,0.011,0.012,0.052,0.004,0.444,0.086,0.018,0.058,0.029,0.08,0.0,0.011,0.084,0.0,0.004
LT6 0 X Store,0.002,0.001,0.005,0.001,0.003,0.005,0.0,0.001,0.004,0.017,0.008,0.003,0.001,0.05,0.018,0.488,0.067,0.016,0.003,0.004,0.003,0.027,0.008,0.003,0.002,0.022,0.016,0.1,0.01,0.024,0.035,0.005,0.011,0.0,0.045,0.02,0.013,0.019,0.101,0.006,0.443,0.157,0.022,0.085,0.057,0.124,0.001,0.017,0.117,0.0,0.006
LU0 0 X Store,0.003,0.001,9.474,0.002,0.006,17.181,0.0,0.002,0.093,51.191,29.754,0.011,0.002,91.226,0.019,0.542,0.074,0.017,0.003,2.356,0.002,0.029,0.009,0.003,0.003,0.024,0.017,0.052,0.01,0.019,0.022,0.005,0.007,0.001,0.03,0.014,0.013,0.012,0.062,0.006,0.446,0.11,0.023,0.1,0.032,0.101,0.0,0.011,0.147,0.0,0.004
LV6 0 X Store,0.002,0.001,0.005,0.001,0.003,0.006,0.0,0.001,0.004,0.018,0.008,0.003,0.001,0.05,0.019,0.711,0.074,0.018,0.003,0.004,0.003,0.033,0.009,0.003,0.002,0.023,0.017,0.1,0.01,0.024,0.035,0.005,0.011,0.0,0.045,0.02,0.014,0.019,0.101,0.006,0.443,0.158,0.023,0.097,0.057,0.125,0.001,0.017,0.262,0.0,0.007
ME0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.003,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.014,0.186,0.04,0.009,0.002,0.003,0.002,0.013,0.004,0.002,0.001,0.015,0.013,0.037,0.009,0.014,0.018,0.003,0.008,0.0,0.02,0.013,0.012,0.011,0.042,0.004,0.431,0.072,0.018,0.05,0.024,0.064,0.0,0.011,0.083,0.0,0.003
MK0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.003,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.016,0.189,0.043,0.009,0.003,0.003,0.002,0.013,0.005,0.003,0.001,0.016,0.015,0.041,0.01,0.014,0.021,0.004,0.008,0.0,0.021,0.014,0.013,0.012,0.046,0.004,0.433,0.075,0.02,0.052,0.027,0.068,0.0,0.012,0.083,0.0,0.003
NL0 0 X Store,0.002,0.001,0.012,0.001,0.004,0.018,0.0,0.002,0.008,82.16,0.045,0.004,0.001,382.946,0.024,254.224,0.114,0.048,0.004,0.008,0.003,0.333,0.017,0.003,0.002,0.032,0.021,0.078,0.011,0.228,0.028,0.006,0.008,0.001,0.052,0.016,0.015,0.015,0.098,0.009,132.409,0.357,0.029,0.199,0.044,0.212,0.0,0.013,623.475,0.0,0.005
NO3 0 X Store,0.001,0.001,0.003,0.001,0.002,0.003,0.0,0.001,0.002,0.011,0.005,0.002,0.001,0.049,0.013,0.176,0.036,0.008,0.002,0.002,0.002,0.012,0.004,0.002,0.001,0.013,0.011,0.033,0.007,0.013,0.016,0.003,0.006,0.0,0.018,0.011,0.009,0.009,0.039,0.003,0.427,0.067,0.015,0.046,0.021,0.06,0.0,0.009,0.082,0.0,0.003
PL0 0 X Store,0.002,0.001,0.006,0.001,0.003,0.008,0.0,0.002,0.005,0.03,0.012,0.003,0.001,0.059,0.021,3.513,0.089,0.026,0.004,0.005,0.004,0.053,0.012,0.003,0.002,0.026,0.018,0.122,0.01,0.034,0.038,0.005,0.011,0.001,0.057,0.021,0.014,0.02,0.129,0.007,0.481,0.21,0.025,0.128,0.065,0.158,0.001,0.018,290.861,0.0,0.007
PT0 0 X Store,0.002,0.001,0.008,0.001,0.003,0.01,0.0,0.002,0.005,0.027,0.014,0.004,0.001,0.086,0.02,0.506,0.076,0.017,0.004,0.006,0.003,0.028,0.009,0.003,0.002,0.024,0.018,0.058,0.01,0.018,0.026,0.005,0.008,0.0,0.031,0.017,0.013,0.015,0.066,0.006,0.452,0.109,0.024,0.101,0.037,0.102,0.0,0.013,0.15,0.0,0.004
RO0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.004,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.016,0.187,0.041,0.009,0.003,0.003,0.002,0.013,0.005,0.003,0.001,0.016,0.014,0.038,0.01,0.014,0.019,0.004,0.008,0.0,0.02,0.014,0.012,0.011,0.043,0.004,0.431,0.072,0.019,0.05,0.025,0.065,0.0,0.011,0.083,0.0,0.003
RS0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.003,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.016,0.185,0.042,0.009,0.003,0.003,0.002,0.013,0.005,0.003,0.001,0.017,0.015,0.039,0.01,0.014,0.02,0.004,0.008,0.0,0.02,0.014,0.013,0.012,0.044,0.004,0.431,0.072,0.021,0.051,0.026,0.065,0.0,0.011,0.083,0.0,0.003
SE3 0 X Store,0.001,0.001,0.003,0.001,0.002,0.003,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.018,0.263,0.067,0.012,0.003,0.003,0.003,0.019,0.008,0.003,0.001,0.021,0.017,0.102,0.01,0.02,0.036,0.004,0.011,0.0,0.044,0.021,0.013,0.019,0.102,0.006,0.439,0.156,0.022,0.078,0.059,0.123,0.001,0.017,0.086,0.0,0.007
SI0 0 X Store,0.001,0.001,0.003,0.001,0.002,0.004,0.0,0.001,0.003,0.012,0.005,0.002,0.001,0.049,0.015,0.183,0.039,0.009,0.002,0.003,0.002,0.012,0.004,0.002,0.001,0.015,0.014,0.036,0.009,0.014,0.018,0.003,0.008,0.0,0.019,0.013,0.012,0.011,0.041,0.004,0.43,0.071,0.018,0.049,0.024,0.063,0.0,0.011,0.083,0.0,0.003
SK0 0 X Store,0.001,0.001,0.004,0.001,0.002,0.004,0.0,0.001,0.003,0.013,0.006,0.002,0.001,0.049,0.016,0.202,0.052,0.01,0.003,0.003,0.002,0.014,0.006,0.002,0.001,0.018,0.015,0.036,0.009,0.014,0.017,0.004,0.007,0.0,0.019,0.012,0.012,0.01,0.042,0.005,0.429,0.071,0.02,0.06,0.023,0.064,0.0,0.01,0.084,0.0,0.003
AL0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.0,0.001,0.001,0.001,0.002,0.001,0.002,0.0,0.001,0.0,0.0,0.0
AT0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.0,0.002,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.0,0.001,0.002,0.001,0.001,0.001,0.002,0.0,0.001,0.0,0.0,0.0
BA0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0
BE0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.001,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0.0,0.001,0.001,0.0,0.0
BG0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.0,0.001,0.002,0.001,0.002,0.001,0.002,0.0,0.001,0.0,0.0,0.0
CH0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0
CZ0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.0,0.002,0.0,0.001,0.0,0.001,0.002,0.001,0.001,0.002,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.0,0.001,0.0,0.0,0.0
DE0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,2.556,0.001,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.002,0.001,0.002,0.0,0.001,0.001,0.0,0.0
DK0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,1.936,0.694,0.0,0.0,2.509,0.001,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.015,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.0,2.292,0.006,0.001,0.002,0.001,0.004,0.0,0.001,0.0,0.0,0.0
DK3 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.066,0.006,0.001,0.0,0.0,0.002,0.002,0.001,0.001,0.0,0.002,0.002,0.519,0.002,5.547,0.02,0.0,0.004,0.0,2.832,0.009,0.002,0.01,1.447,0.0,4.896,4.418,0.003,0.007,0.06,4.312,0.0,0.008,0.417,0.0,0.005
EE6 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.02,0.003,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.002,0.048,0.001,0.004,0.013,0.0,0.004,0.0,0.022,0.007,0.002,0.007,0.047,0.0,0.026,0.032,0.002,0.003,0.024,0.041,0.0,0.006,0.026,0.0,0.003
ES0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.022,0.003,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.002,0.0,0.005,0.003,0.001,0.004,0.001,0.003,0.0,0.0,0.015,0.0,0.0
ES2 0 X Discharge,0.0,0.0,0.013,0.0,0.0,0.027,0.0,0.0,0.0,0.059,0.038,0.0,0.0,0.09,0.001,0.028,0.002,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.002,0.0,0.016,0.004,0.001,0.003,0.001,0.003,0.0,0.0,0.059,0.0,0.0
FI3 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,2.333,0.009,0.004,0.0,0.0,0.001,0.556,0.001,0.001,0.0,0.003,0.003,0.043,0.002,0.003,0.013,0.001,0.004,0.0,0.019,0.007,0.003,0.007,0.044,0.001,0.033,0.03,0.004,0.014,0.023,0.043,0.0,0.006,3.036,0.0,0.002
FR0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.002,0.002,0.001,0.001,0.001,0.002,0.0,0.001,0.0,0.0,0.0
GB4 0 X Discharge,0.0,0.0,0.293,0.0,0.001,0.369,0.0,0.0,0.135,0.669,0.462,0.005,0.0,0.817,0.002,0.879,0.028,0.333,0.0,0.206,0.001,0.845,0.009,0.001,0.0,0.003,0.002,0.016,0.002,1.035,0.007,0.001,0.003,0.0,0.147,0.005,0.002,0.004,0.031,0.001,1.44,0.649,0.003,0.088,0.008,0.343,0.0,0.004,1.033,0.0,0.001
GB5 0 X Discharge,0.0,0.0,0.605,0.0,0.0,4.322,0.0,0.0,0.0,14.595,9.011,0.0,0.0,18.932,0.007,17.106,0.028,1.046,0.001,0.001,0.0,8.974,0.006,0.001,0.0,0.009,0.008,0.003,0.004,17.757,0.002,0.002,0.001,0.0,0.003,0.001,0.006,0.001,0.004,0.002,24.007,6.822,0.009,0.104,0.002,0.022,0.0,0.001,31.322,0.0,0.0
GR0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0.0,0.001,0.0,0.0,0.0
HR0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0
HU0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0
IE4 0 X Discharge,0.0,0.0,0.001,0.0,0.0,0.002,0.0,0.0,0.001,0.008,0.003,0.0,0.0,0.045,0.002,2.894,0.243,1.75,0.0,0.001,0.001,2.008,1.105,0.001,0.0,0.004,0.002,0.013,0.002,0.626,0.006,0.001,0.003,0.0,0.095,0.005,0.002,0.004,0.024,0.002,0.612,0.512,0.003,1.546,0.007,0.321,0.0,0.004,3.459,0.0,0.001
IT0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0
IT1 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.0,0.0,0.04,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0
LT6 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.003,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.002,0.033,0.001,0.002,0.012,0.0,0.004,0.0,0.014,0.007,0.001,0.006,0.032,0.0,0.014,0.019,0.002,0.003,0.019,0.03,0.0,0.006,0.001,0.0,0.002
LU0 0 X Discharge,0.0,0.0,0.197,0.0,0.0,0.31,0.0,0.0,0.002,0.783,0.476,0.0,0.0,0.808,0.001,0.007,0.002,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0.0,0.001,0.001,0.0,0.0
LV6 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.012,0.003,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.002,0.033,0.001,0.002,0.012,0.0,0.004,0.0,0.014,0.007,0.001,0.006,0.032,0.0,0.014,0.019,0.002,0.003,0.019,0.03,0.0,0.006,0.004,0.0,0.002
