,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
SI0 0 ror,1676957.484,1678177.834,1676104.505,1685650.667,1692014.229,1696296.431,1672429.258,1680674.38,1706725.578,1675281.516,1672126.053,1680012.469,1670201.842,1684268.738,1674473.653,1675048.815,1674760.009,1679725.255,1680161.918,1697241.901,1672575.129,1689889.721,1674738.886,1701665.467,1689902.359,1673180.193,1691172.322,1668576.242,1677871.804,1673177.969,1672511.337,1678310.215,1696378.803,1697253.147,1669443.043,1690358.378,1674387.521,1675440.422,1702715.749,1672637.368,1673515.494,1694909.397,1697482.81,1674268.672,1694165.502
SK0 0 ror,1357687.05,1357714.592,1357747.039,1357448.7,1357413.343,1357674.024,1352977.911,1357842.157,1357018.108,1354856.657,1357667.316,1357866.487,1357952.889,1355589.183,1357796.671,1353430.53,1353298.337,1357751.655,1357689.772,1357863.88,1351058.035,1357546.158,1355095.179,1357553.861,1357336.347,1351317.398,1354156.901,1356507.999,1353496.808,1353816.388,1357863.01,1357479.004,1357712.348,1357855.102,1355436.397,1357486.785,1355533.532,1354562.841,1357718.03,1350568.899,1350813.313,1357787.162,1357836.191,1357859.704,1357307.65
AL0 0 hydro,1682525.364,1682312.215,1680548.696,1690737.25,1700446.625,1700740.85,1694483.637,1682490.234,1700052.506,1695017.353,1681804.334,1681702.802,1700856.143,1691023.572,1681260.763,1693356.573,1693756.51,1681254.825,1682525.627,1701331.035,1692778.063,1700995.202,1694566.253,1700612.911,1700608.751,1693008.678,1694405.847,1684022.373,1692075.581,1695163.922,1682557.285,1682476.568,1701000.828,1701349.22,1694936.508,1700771.946,1696432.008,1694625.068,1700942.367,1692282.601,1692110.272,1701027.049,1701132.678,1701106.07,1700688.199
AT0 0 hydro,4512958.015,4512957.365,4512958.221,4512958.106,4512956.165,4512955.321,4512889.656,4512958.066,4512956.509,4512921.118,4512959.391,4512957.766,4512956.511,4512958.956,4512958.211,4512913.998,4512892.308,4512958.508,4512957.719,4512954.35,4512907.623,4512956.029,4512927.767,4512954.957,4512956.099,4512909.338,4512920.038,4512942.244,4512958.982,4512903.398,4512959.197,4512957.791,4512957.066,4512954.485,4512939.206,4512952.87,4512911.692,4512902.713,4512954.618,4512921.326,4512920.423,4512954.691,4512955.526,4512957.386,4512955.174
BA0 0 hydro,2149197.956,2149197.711,2149198.08,2149197.812,2149196.919,2149196.081,2149158.507,2149198.165,2149196.568,2149179.289,2149198.718,2149197.749,2149197.107,2149198.15,2149198.094,2149177.863,2149164.106,2149198.213,2149198.03,2149195.497,2149169.232,2149196.612,2149181.024,2149195.545,2149196.525,2149171.202,2149175.521,2149189.599,2149198.073,2149167.1,2149198.499,2149197.834,2149197.213,2149195.406,2149187.085,2149194.844,2149171.112,2149168.9,2149195.508,2149178.749,2149179.582,2149196.162,2149196.32,2149197.523,2149195.967
BE0 0 hydro,15560.415,15560.467,15560.32,15560.225,15559.489,15559.308,15552.016,15560.488,15558.709,15556.115,15560.414,15560.33,15560.362,15560.266,15560.131,15554.843,15551.229,15560.427,15560.321,15558.902,15552.518,15559.164,15554.809,15558.774,15558.538,15550.462,15549.722,15556.374,15560.363,15552.975,15560.518,15560.34,15558.953,15559.159,15556.275,15558.803,15555.6,15552.423,15558.991,15551.195,15553.506,15559.536,15558.689,15560.171,15558.569
BG0 0 hydro,1198534.991,1198534.874,1198535.133,1198535.086,1198534.759,1198534.399,1198508.894,1198535.217,1198534.544,1198523.902,1198535.696,1198534.833,1198535.206,1198535.356,1198535.247,1198524.133,1198513.654,1198535.241,1198535.114,1198533.999,1198518.123,1198534.353,1198526.058,1198534.002,1198534.217,1198520.049,1198522.255,1198529.637,1198535.379,1198514.842,1198535.507,1198534.948,1198534.77,1198533.884,1198529.781,1198533.394,1198519.023,1198516.31,1198534.05,1198524.049,1198524.462,1198534.425,1198534.438,1198535.101,1198534.199
CH0 0 hydro,7715921.039,7715920.641,7715921.048,7715920.382,7715918.863,7715918.434,7715869.578,7715921.232,7715919.259,7715892.63,7715921.869,7715920.803,7715918.842,7715921.311,7715920.97,7715886.549,7715870.142,7715921.345,7715920.952,7715917.652,7715883.094,7715918.879,7715896.134,7715917.144,7715919.114,7715883.629,7715889.628,7715907.058,7715920.849,7715879.4,7715921.702,7715920.873,7715919.606,7715917.834,7715903.577,7715916.219,7715884.083,7715879.685,7715917.069,7715893.392,7715891.539,7715917.523,7715918.031,7715920.0,7715918.241
CZ0 0 hydro,767052.135,767052.003,767052.251,767052.01,767051.811,767051.33,767024.577,767052.307,767051.514,767039.922,767052.694,767051.932,767051.973,767052.33,767052.21,767039.985,767028.969,767052.385,767052.27,767050.86,767033.93,767051.486,767041.765,767051.043,767051.32,767034.937,767037.709,767045.001,767052.392,767030.689,767052.52,767052.11,767051.821,767050.779,767045.259,767050.327,767035.372,767031.647,767051.135,767039.114,767039.941,767051.472,767051.357,767052.165,767051.275
DE0 0 hydro,1891854.218,1891950.402,1891935.015,1892660.251,1891068.719,1891535.285,1877207.511,1892264.219,1891051.793,1881069.278,1892386.338,1892272.282,1892069.297,1892377.844,1891898.185,1876929.364,1876771.764,1891949.558,1891940.781,1892226.665,1874558.937,1891716.735,1880708.727,1891440.856,1891555.071,1875646.21,1881503.338,1887129.694,1892668.337,1881120.567,1892656.746,1891479.86,1891807.692,1892069.002,1883384.031,1891570.348,1882301.623,1879786.707,1891725.265,1872860.612,1873074.282,1891798.493,1892062.917,1891911.406,1891619.78
ES0 0 hydro,10787461.733,10787461.332,10787461.748,10787460.941,10787458.826,10787458.326,10787406.14,10787461.945,10787459.162,10787430.634,10787462.401,10787461.562,10787458.731,10787461.818,10787461.613,10787424.049,10787406.119,10787462.052,10787461.677,10787457.532,10787419.875,10787458.787,10787433.482,10787456.788,10787459.135,10787420.035,10787425.513,10787447.039,10787461.439,10787417.238,10787462.297,10787461.583,10787459.753,10787457.743,10787440.18,10787456.147,10787421.677,10787416.517,10787456.611,10787430.232,10787428.594,10787457.4,10787457.992,10787460.163,10787458.106
FI3 0 hydro,1868481.881,1868481.585,1868482.19,1868481.973,1868481.53,1868480.835,1868419.642,1868482.187,1868481.161,1868453.323,1868483.254,1868481.632,1868481.278,1868482.944,1868482.136,1868450.872,1868427.977,1868482.524,1868482.052,1868480.125,1868439.156,1868481.064,1868459.612,1868480.588,1868480.783,1868441.372,1868456.618,1868469.367,1868483.18,1868432.261,1868482.856,1868481.902,1868481.805,1868480.082,1868467.699,1868478.551,1868443.524,1868438.483,1868480.256,1868453.112,1868453.786,1868480.68,1868480.93,1868481.782,1868480.444
FR0 0 hydro,11240230.361,11240229.876,11240230.377,11240229.662,11240226.79,11240226.208,11240168.41,11240230.512,11240227.533,11240194.113,11240231.003,11240230.134,11240227.723,11240230.8,11240230.201,11240185.512,11240168.415,11240230.667,11240230.11,11240225.168,11240182.701,11240226.626,11240199.135,11240225.11,11240227.037,11240182.334,11240186.631,11240213.215,11240230.551,11240181.665,11240230.914,11240230.162,11240227.66,11240225.393,11240207.934,11240224.122,11240184.896,11240177.08,11240224.891,11240194.195,11240193.021,11240225.13,11240225.522,11240228.842,11240226.227
GB5 0 hydro,168450.406,168450.386,168450.454,168450.369,168449.394,168448.978,168437.403,168450.493,168448.789,168443.974,168450.694,168450.317,168450.461,168450.561,168450.382,168443.695,168437.329,168450.549,168450.434,168448.417,168440.638,168448.993,168443.741,168448.699,168448.601,168440.009,168435.727,168445.494,168450.699,168440.28,168450.593,168450.446,168449.153,168448.454,168445.855,168448.309,168442.426,168439.223,168448.892,168441.213,168442.944,168449.354,168448.658,168450.337,168448.684
GR0 0 hydro,1812089.705,1812089.552,1812089.831,1812089.529,1812089.043,1812088.547,1812057.408,1812089.94,1812088.764,1812074.126,1812090.408,1812089.572,1812089.143,1812089.932,1812089.909,1812073.103,1812061.324,1812089.985,1812089.82,1812088.065,1812066.436,1812088.624,1812076.775,1812087.893,1812088.48,1812068.646,1812073.058,1812082.48,1812089.932,1812064.368,1812090.188,1812089.668,1812089.181,1812087.952,1812081.272,1812087.344,1812068.173,1812064.928,1812088.006,1812074.614,1812075.146,1812088.572,1812088.65,1812089.499,1812088.46
HR0 0 hydro,2116537.26,2116537.023,2116537.351,2116536.938,2116536.034,2116535.255,2116495.386,2116537.439,2116535.67,2116515.935,2116537.944,2116537.047,2116536.101,2116537.393,2116537.31,2116514.015,2116499.758,2116537.512,2116537.351,2116534.593,2116506.64,2116535.669,2116519.789,2116534.356,2116535.564,2116508.367,2116513.82,2116527.722,2116537.385,2116504.327,2116537.73,2116537.139,2116536.311,2116534.538,2116525.455,2116533.788,2116508.585,2116504.252,2116534.533,2116516.838,2116517.101,2116535.288,2116535.548,2116536.798,2116535.059
HU0 0 hydro,37156.127,37156.194,37156.097,37155.986,37155.424,37155.158,37146.033,37156.224,37154.679,37151.108,37156.229,37156.037,37156.165,37156.086,37155.921,37150.05,37145.334,37156.206,37156.082,37154.691,37147.191,37155.071,37150.242,37154.662,37154.55,37145.608,37145.371,37151.53,37156.187,37147.601,37156.285,37156.114,37155.009,37154.885,37152.016,37154.65,37150.463,37146.878,37154.882,37146.498,37148.83,37155.442,37154.67,37155.966,37154.606
IE4 0 hydro,819.172,819.185,819.077,819.102,817.907,818.136,815.362,819.242,817.335,817.032,819.121,819.172,819.146,819.074,818.983,815.77,814.908,819.119,819.097,817.989,814.937,817.595,815.89,817.453,817.076,813.269,809.335,816.837,819.15,815.232,819.288,819.047,817.534,818.311,816.67,817.593,816.732,814.958,817.701,813.463,814.474,818.074,817.412,819.068,817.241
IT0 0 hydro,5478773.806,5478773.457,5478773.931,5478773.141,5478771.21,5478770.714,5478727.569,5478774.025,5478771.594,5478749.016,5478774.678,5478773.604,5478770.831,5478773.984,5478773.854,5478744.314,5478728.852,5478774.214,5478773.796,5478769.929,5478740.491,5478771.093,5478750.794,5478769.986,5478771.192,5478741.462,5478739.9,5478761.229,5478773.786,5478736.645,5478774.524,5478773.739,5478771.991,5478770.051,5478754.285,5478768.23,5478741.489,5478736.892,5478769.638,5478750.796,5478749.412,5478769.889,5478770.526,5478773.428,5478770.402
IT1 0 hydro,210207.095,210207.087,210207.191,210206.998,210205.813,210205.268,210191.03,210207.21,210205.224,210199.489,210207.473,210206.989,210206.717,210207.193,210207.112,210199.421,210192.148,210207.307,210207.182,210204.707,210195.336,210205.37,210198.715,210204.851,210204.923,210195.263,210189.458,210201.659,210207.247,210194.713,210207.341,210207.164,210205.6,210204.643,210199.916,210204.512,210197.387,210194.181,210205.183,210196.934,210198.704,210205.77,210205.028,210207.027,210205.007
ME0 0 hydro,376833.571,376856.176,376671.999,377537.369,378239.057,378352.506,377368.718,377034.162,377507.064,377399.681,376972.446,377105.754,378817.084,377889.598,376770.644,377082.207,377146.769,376751.124,376818.387,378900.448,376802.536,378578.973,376800.885,378309.391,378292.782,376816.083,375584.673,375071.819,378360.408,377516.709,377118.509,376507.394,378634.16,378867.027,376582.861,378420.129,377973.806,377444.148,378516.564,376666.636,376604.143,378707.732,378831.731,379077.226,378289.89
NO3 0 hydro,37402194.038,37402193.345,37402193.654,37402193.634,37402190.761,37402189.972,37402114.828,37402194.181,37402191.248,37402147.056,37402194.594,37402193.67,37402192.458,37402194.679,37402193.788,37402133.399,37402115.504,37402194.055,37402193.521,37402188.679,37402131.971,37402190.003,37402148.559,37402187.951,37402190.506,37402130.817,37402142.535,37402170.575,37402195.041,37402132.457,37402194.804,37402193.443,37402191.238,37402188.957,37402166.356,37402188.987,37402137.559,37402125.764,37402188.552,37402139.477,37402140.174,37402188.55,37402188.712,37402191.277,37402189.62
PL0 0 hydro,411279.214,411279.155,411279.345,411279.267,411278.322,411277.674,411248.975,411279.377,411277.643,411265.019,411279.794,411279.048,411279.196,411279.695,411279.216,411264.761,411252.082,411279.511,411279.331,411277.034,411256.483,411277.827,411266.265,411277.2,411277.379,411256.943,411259.743,411271.211,411279.706,411255.581,411279.605,411279.285,411278.236,411276.936,411271.113,411276.62,411261.224,411255.936,411277.423,411261.261,411263.817,411278.106,411277.614,411278.899,411277.36
PT0 0 hydro,1490786.49,1490786.353,1490786.546,1490786.294,1490785.134,1490784.506,1490753.213,1490786.663,1490784.684,1490770.217,1490786.982,1490786.302,1490785.285,1490786.588,1490786.558,1490769.032,1490756.862,1490786.666,1490786.567,1490783.879,1490762.529,1490784.676,1490771.966,1490783.703,1490784.475,1490764.253,1490765.288,1490779.099,1490786.64,1490760.4,1490786.826,1490786.421,1490785.194,1490783.847,1490775.729,1490783.256,1490764.985,1490760.743,1490783.875,1490769.729,1490770.372,1490784.635,1490784.57,1490786.031,1490784.374
RO0 0 hydro,3255615.042,3255614.754,3255615.284,3255614.782,3255614.796,3255614.54,3255576.452,3255615.336,3255614.778,3255597.09,3255616.156,3255614.976,3255614.921,3255615.495,3255615.393,3255595.011,3255579.591,3255615.58,3255615.154,3255614.064,3255589.306,3255614.527,3255601.313,3255614.077,3255614.5,3255590.52,3255598.796,3255606.519,3255615.201,3255583.968,3255615.906,3255615.026,3255615.111,3255614.035,3255606.76,3255612.71,3255589.752,3255587.815,3255613.68,3255599.013,3255598.482,3255614.091,3255614.496,3255615.143,3255614.27
RS0 0 hydro,505462.522,505462.456,505463.087,505463.275,505462.594,505461.997,505433.806,505462.718,505461.87,505449.351,505463.819,505462.583,505462.676,505463.562,505463.077,505449.277,505437.626,505463.189,505462.65,505461.479,505441.64,505462.18,505450.611,505461.487,505461.848,505442.687,505446.012,505456.143,505463.513,505439.834,505463.581,505462.807,505462.565,505461.354,505454.466,505460.998,505445.038,505441.04,505461.647,505447.061,505448.834,505462.373,505462.012,505463.032,505461.784
SE3 0 hydro,15742824.444,15742823.763,15742824.186,15742824.097,15742821.653,15742820.713,15742745.443,15742824.618,15742822.258,15742777.563,15742825.145,15742824.084,15742822.869,15742825.442,15742824.184,15742764.315,15742746.031,15742824.582,15742824.027,15742819.456,15742762.812,15742821.639,15742781.13,15742819.25,15742822.354,15742761.76,15742777.05,15742801.128,15742825.467,15742763.029,15742825.213,15742823.937,15742822.875,15742819.684,15742797.15,15742819.397,15742768.141,15742756.314,15742819.174,15742771.3,15742771.45,15742819.623,15742820.682,15742822.079,15742820.469
SI0 0 hydro,289707.477,289707.441,289707.584,289707.409,289706.827,289706.293,289689.798,289707.606,289706.265,289699.183,289707.927,289707.334,289707.498,289707.657,289707.508,289699.313,289691.383,289707.711,289707.588,289705.782,289694.607,289706.414,289699.34,289705.765,289706.066,289694.648,289692.732,289701.586,289707.656,289693.586,289707.79,289707.523,289706.68,289705.705,289702.175,289705.612,289696.742,289693.352,289706.037,289697.048,289698.624,289706.688,289706.196,289707.559,289706.012
SK0 0 hydro,216981.749,216981.72,216981.793,216981.715,216981.54,216981.205,216968.315,216981.843,216981.139,216975.508,216982.087,216981.614,216981.981,216981.864,216981.742,216975.444,216969.186,216981.916,216981.791,216980.842,216972.201,216981.29,216975.53,216980.825,216981.089,216971.923,216971.75,216976.644,216981.981,216971.292,216981.988,216981.761,216981.416,216980.806,216977.755,216980.737,216973.91,216970.91,216980.973,216973.378,216974.736,216981.448,216981.086,216981.848,216981.096
AL0 0 OCGT,7.368,7.586,6.784,11.593,5.685,4.853,58.289,6.798,3.621,35.762,7.348,7.566,2.492,10.765,8.765,40.248,55.06,5.954,7.029,6.798,38.003,7.821,17.212,5.201,7.414,39.148,32.884,54.953,11.205,46.344,7.78,6.984,7.319,6.226,8.836,6.959,33.333,51.289,5.794,35.578,40.581,6.978,7.34,5.768,6.348
AT0 0 OCGT,1026234.984,1081875.506,607666.151,868308.744,16.961,18.591,35337.329,1127021.946,17.453,85442.504,277450.633,723172.729,21.716,1022566.163,442147.319,86911.334,90738.101,669816.589,1149257.394,25.482,97311.426,20.387,203.339,26.48,18.014,88888.716,119.005,242614.916,1184659.075,103718.631,409111.842,880248.047,25.8,24.624,119.773,18.53,194.529,87478.863,29.964,94997.829,84154.742,21.837,32.475,5975.799,16.526
BA0 0 OCGT,9.709,9.972,8.496,12.831,4.567,4.511,54.181,9.121,5.553,35.049,8.478,9.684,2.945,12.513,10.561,38.634,56.775,7.686,9.622,6.089,34.075,5.632,21.463,7.69,5.423,34.305,29.79,61.555,13.27,42.967,8.964,9.184,5.92,6.127,11.815,5.468,33.5,50.747,8.636,31.251,37.439,5.883,6.859,5.197,8.997
BE0 0 OCGT,1329067.52,1345543.571,1062513.134,329726.047,45209.134,150473.466,214.668,1286648.896,12.394,350.191,1223787.191,1293561.035,11.171,524998.354,1046290.45,536.582,655.464,1212174.849,1320805.447,162284.209,354.405,32.997,70.611,23.592,27.438,485.51,149339.166,861121.255,1031057.222,312.353,1120865.996,1303527.377,142001.849,143660.765,51.868,47.508,68.061,435.902,25.811,573.468,694.942,83469.184,150076.48,26.857,19.352
BG0 0 OCGT,7.49,7.714,6.684,11.739,6.551,6.393,45.41,6.901,2.742,26.351,7.01,7.614,2.358,11.468,8.617,30.156,41.99,5.93,7.123,8.395,26.166,8.02,16.199,4.789,7.444,28.503,45.233,54.833,12.24,35.192,7.556,7.093,8.965,7.803,8.381,7.236,26.599,39.578,4.868,24.632,29.753,8.548,10.094,3.907,5.639
CH0 0 OCGT,540.368,462.401,112.937,75.613,5.345,4.856,67.143,537.964,6.056,52.173,82.376,216.014,9.529,60.418,110.932,63.792,88.312,155.274,658.007,7.199,51.68,6.242,56.415,9.904,5.888,58.701,32.247,374.83,33.678,51.602,86.67,430.616,6.137,7.029,47.31,6.262,51.008,71.234,10.165,55.84,66.607,6.529,7.59,7.672,7.83
